zeta,speed_g0.2,comp_g0.2,speed_g0.4,comp_g0.4,speed_g0.6,comp_g0.6,speed_g0.8,comp_g0.8,speed_g1.0,comp_g1.0
6.248288573971e-01,1.731771422301e-01,9.849265927380e-02,3.165872698386e-01,1.638924540608e-01,4.412257412132e-01,2.079115268358e-01,5.496500627584e-01,2.357524550792e-01,6.428648765652e-01,2.509815842773e-01
6.354521473673e-01,1.714094196548e-01,9.947961744202e-02,3.134404200299e-01,1.661387707888e-01,4.371110509837e-01,2.116042319310e-01,5.449955650612e-01,2.409584168603e-01,6.380538961526e-01,2.576458005925e-01
6.462560536590e-01,1.696473673835e-01,1.004691374387e-01,3.102948314931e-01,1.683995845322e-01,4.329851750740e-01,2.153378763234e-01,5.403132219488e-01,2.462486844086e-01,6.331980453921e-01,2.644531924434e-01
6.572436470964e-01,1.678911026379e-01,1.014610512268e-01,3.071507973759e-01,1.706744856755e-01,4.288485159138e-01,2.191119916981e-01,5.356034119078e-01,2.516232974460e-01,6.282975369313e-01,2.714051917090e-01
6.684180507136e-01,1.661407415272e-01,1.024551864431e-01,3.040086128218e-01,1.729630460749e-01,4.247014862787e-01,2.229260660424e-01,5.308665294087e-01,2.570822247570e-01,6.233526080392e-01,2.785031553622e-01
6.797824406421e-01,1.643964013074e-01,1.034513677887e-01,3.008685776995e-01,1.752648203659e-01,4.205445084161e-01,2.267795419280e-01,5.261029875214e-01,2.626253619368e-01,6.183635205327e-01,2.857483593149e-01
6.913400470140e-01,1.626581991028e-01,1.044494163235e-01,2.977309947515e-01,1.775793447775e-01,4.163780145859e-01,2.306718155016e-01,5.213132157989e-01,2.682525268459e-01,6.133305621857e-01,2.931419926983e-01
7.030941548797e-01,1.609262519119e-01,1.054491495131e-01,2.945961694336e-01,1.799061368448e-01,4.122024463432e-01,2.346022348096e-01,5.164976621013e-01,2.739634568747e-01,6.082540464728e-01,3.006851511873e-01
7.150481051418e-01,1.592006772210e-01,1.064503816881e-01,2.914644118011e-01,1.822446964048e-01,4.080182551469e-01,2.385700988359e-01,5.116567926320e-01,2.797578053153e-01,6.031343140911e-01,3.083788309392e-01
7.272052955047e-01,1.574815924375e-01,1.074529237561e-01,2.883360340629e-01,1.845945040055e-01,4.038259026842e-01,2.425746564325e-01,5.067910912526e-01,2.856351372508e-01,5.979717327573e-01,3.162239215059e-01
7.395691814401e-01,1.557691145684e-01,1.084565830442e-01,2.852113521182e-01,1.869550217308e-01,3.996258599764e-01,2.466151045409e-01,5.019010601885e-01,2.915949261049e-01,5.927666984501e-01,3.242211992464e-01
7.521432771697e-01,1.540633609008e-01,1.094611638361e-01,2.820906846062e-01,1.893256925181e-01,3.954186079256e-01,2.506905872526e-01,4.969872203833e-01,2.976365499765e-01,5.875196353859e-01,3.323713198884e-01
7.649311566633e-01,1.523644490484e-01,1.104664675132e-01,2.789743540570e-01,1.917059408577e-01,3.912046373756e-01,2.548001946246e-01,4.920501124723e-01,3.037592883245e-01,5.822309969606e-01,3.406748113871e-01
7.779364546554e-01,1.506724956392e-01,1.114722917055e-01,2.758626846000e-01,1.940951712070e-01,3.869844488275e-01,2.589429612928e-01,4.870902945725e-01,3.099623166719e-01,5.769012664880e-01,3.491320665039e-01
7.911628676777e-01,1.489876179663e-01,1.124784315697e-01,2.727560045367e-01,1.964927697122e-01,3.827585528285e-01,2.631178655415e-01,4.821083449470e-01,3.162447041946e-01,5.715309572998e-01,3.577433348157e-01
8.046141551103e-01,1.473099326297e-01,1.134846789086e-01,2.696546443104e-01,1.988981028219e-01,3.785274694302e-01,2.673238277897e-01,4.771048609570e-01,3.226054090550e-01,5.661206135712e-01,3.665087149508e-01
8.182941402497e-01,1.456395562775e-01,1.144908228232e-01,2.665589374887e-01,2.013105180011e-01,3.742917283773e-01,2.715597095802e-01,4.720804593628e-01,3.290432745055e-01,5.606708108759e-01,3.754281464993e-01
8.322067113960e-01,1.439766050539e-01,1.154966494080e-01,2.634692199948e-01,2.037293432262e-01,3.700518690259e-01,2.758243124262e-01,4.670357764484e-01,3.355570248620e-01,5.551821566279e-01,3.845014016768e-01
8.463558229578e-01,1.423211948623e-01,1.165019420682e-01,2.603858302237e-01,2.061538871338e-01,3.658084405356e-01,2.801163769019e-01,4.619714682782e-01,3.421452615577e-01,5.496552905427e-01,3.937280768293e-01
8.607454965762e-01,1.406734415811e-01,1.175064818334e-01,2.573091095915e-01,2.085834395680e-01,3.615620017837e-01,2.844345815869e-01,4.568882106576e-01,3.488064589814e-01,5.440908852979e-01,4.031075839276e-01
8.753798222678e-01,1.390334602739e-01,1.185100468462e-01,2.542394016314e-01,2.110172710240e-01,3.573131208883e-01,2.887775417391e-01,4.517866995131e-01,3.555389606263e-01,5.384896468474e-01,4.126391416808e-01
8.902629595877e-01,1.374013655363e-01,1.195124127687e-01,2.511770516554e-01,2.134546325094e-01,3.530623750273e-01,2.931438082132e-01,4.466676501748e-01,3.623409743979e-01,5.328523149973e-01,4.223217667075e-01
9.053991388110e-01,1.357772718911e-01,1.205133532767e-01,2.481224082331e-01,2.158947569856e-01,3.488103514905e-01,2.975318674690e-01,4.415317989395e-01,3.692105697303e-01,5.271796636577e-01,4.321542643473e-01
9.207926621358e-01,1.341612931350e-01,1.215126396586e-01,2.450758212953e-01,2.183368580287e-01,3.445576466585e-01,3.019401399816e-01,4.363799014553e-01,3.761456722146e-01,5.214725015319e-01,4.421352197173e-01
9.364479049059e-01,1.325535420482e-01,1.225100406892e-01,2.420376425070e-01,2.207801303718e-01,3.403048652611e-01,3.063669788406e-01,4.312127333558e-01,3.831440600109e-01,5.157316722423e-01,4.522629882430e-01
9.523693168543e-01,1.309541313866e-01,1.235053236904e-01,2.390082259241e-01,2.232237508057e-01,3.360526217749e-01,3.108106703068e-01,4.260310909776e-01,3.902033604746e-01,5.099580548153e-01,4.625356864102e-01
9.685614233678e-01,1.293631732505e-01,1.244982541527e-01,2.359879273292e-01,2.256668779518e-01,3.318015396288e-01,3.152694325811e-01,4.208357906729e-01,3.973210456352e-01,5.041525639373e-01,4.729511822845e-01
9.850288267737e-01,1.277807785626e-01,1.254885954048e-01,2.329771037422e-01,2.281086521742e-01,3.275522506310e-01,3.197414147757e-01,4.156276686477e-01,4.044944281466e-01,4.983161504644e-01,4.835070862468e-01
1.001776207648e+00,1.262070577251e-01,1.264761094125e-01,2.299761138426e-01,2.305481963908e-01,3.233053954950e-01,3.242246970050e-01,4.104075810743e-01,4.117206575718e-01,4.924498014208e-01,4.942007412641e-01
1.018808326144e+00,1.246421204063e-01,1.274605567779e-01,2.269853178227e-01,2.329846164162e-01,3.190616230594e-01,3.287172893314e-01,4.051764044431e-01,4.189967170399e-01,4.865545403056e-01,5.050292134601e-01
1.036130023349e+00,1.230860751321e-01,1.284416965211e-01,2.240050765261e-01,2.354170005923e-01,3.148215905368e-01,3.332171317956e-01,3.999350347285e-01,4.263194188306e-01,4.806314274835e-01,5.159892828516e-01
1.053746222656e+00,1.215390299124e-01,1.294192869243e-01,2.210357526970e-01,2.378444216238e-01,3.105859638099e-01,3.377220946744e-01,3.946843881582e-01,4.336854017048e-01,4.746815600383e-01,5.270774336215e-01
1.071661931167e+00,1.200010913867e-01,1.303930848588e-01,2.180777090484e-01,2.402659351618e-01,3.063554157789e-01,3.422299767570e-01,3.894253999691e-01,4.410911262717e-01,4.687060722141e-01,5.382898451226e-01
