s,kernel_g0.2,kernel_g0.4,kernel_g0.6,kernel_g0.8,kernel_g0.95
3.779181969950e-01,1.043474306670e+00,9.910375529940e-01,8.082924785204e-01,4.744486865395e-01,1.294506489007e-01
3.795859766277e-01,1.042555752300e+00,9.892935307456e-01,8.061597747302e-01,4.727802916487e-01,1.289102628646e-01
3.812537562604e-01,1.041642028213e+00,9.875602033769e-01,8.040420111226e-01,4.711250395096e-01,1.283744869341e-01
3.829215358932e-01,1.040733088043e+00,9.858374589482e-01,8.019390183664e-01,4.694827697744e-01,1.278432618698e-01
3.845893155259e-01,1.039828886070e+00,9.841251871719e-01,7.998506297758e-01,4.678533247388e-01,1.273165294475e-01
3.862570951586e-01,1.038929377209e+00,9.824232793819e-01,7.977766812585e-01,4.662365492873e-01,1.267942324358e-01
3.879248747913e-01,1.038034516993e+00,9.807316285026e-01,7.957170112640e-01,4.646322908394e-01,1.262763145757e-01
3.895926544240e-01,1.037144261567e+00,9.790501290185e-01,7.936714607335e-01,4.630403992979e-01,1.257627205593e-01
3.912604340568e-01,1.036258567674e+00,9.773786769457e-01,7.916398730512e-01,4.614607269978e-01,1.252533960100e-01
3.929282136895e-01,1.035377392648e+00,9.757171698027e-01,7.896220939964e-01,4.598931286568e-01,1.247482874632e-01
3.945959933222e-01,1.034500694398e+00,9.740655065825e-01,7.876179716971e-01,4.583374613271e-01,1.242473423468e-01
3.962637729549e-01,1.033628431403e+00,9.724235877253e-01,7.856273565840e-01,4.567935843478e-01,1.237505089629e-01
3.979315525876e-01,1.032760562698e+00,9.707913150919e-01,7.836501013469e-01,4.552613592994e-01,1.232577364694e-01
3.995993322204e-01,1.031897047869e+00,9.691685919375e-01,7.816860608903e-01,4.537406499586e-01,1.227689748626e-01
4.012671118531e-01,1.031037847037e+00,9.675553228860e-01,7.797350922918e-01,4.522313222542e-01,1.222841749597e-01
4.029348914858e-01,1.030182920853e+00,9.659514139053e-01,7.777970547604e-01,4.507332442251e-01,1.218032883822e-01
4.046026711185e-01,1.029332230491e+00,9.643567722828e-01,7.758718095960e-01,4.492462859776e-01,1.213262675392e-01
4.062704507513e-01,1.028485737630e+00,9.627713066015e-01,7.739592201500e-01,4.477703196453e-01,1.208530656119e-01
4.079382303840e-01,1.027643404457e+00,9.611949267166e-01,7.720591517866e-01,4.463052193492e-01,1.203836365373e-01
4.096060100167e-01,1.026805193649e+00,9.596275437329e-01,7.701714718450e-01,4.448508611585e-01,1.199179349935e-01
4.112737896494e-01,1.025971068370e+00,9.580690699822e-01,7.682960496029e-01,4.434071230530e-01,1.194559163846e-01
4.129415692821e-01,1.025140992258e+00,9.565194190017e-01,7.664327562399e-01,4.419738848861e-01,1.189975368262e-01
4.146093489149e-01,1.024314929423e+00,9.549785055126e-01,7.645814648029e-01,4.405510283482e-01,1.185427531313e-01
4.162771285476e-01,1.023492844435e+00,9.534462453991e-01,7.627420501709e-01,4.391384369317e-01,1.180915227962e-01
4.179449081803e-01,1.022674702316e+00,9.519225556879e-01,7.609143890222e-01,4.377359958966e-01,1.176438039876e-01
4.196126878130e-01,1.021860468535e+00,9.504073545285e-01,7.590983598007e-01,4.363435922362e-01,1.171995555288e-01
4.212804674457e-01,1.021050108997e+00,9.489005611733e-01,7.572938426844e-01,4.349611146447e-01,1.167587368869e-01
4.229482470785e-01,1.020243590041e+00,9.474020959586e-01,7.555007195532e-01,4.335884534848e-01,1.163213081608e-01
4.246160267112e-01,1.019440878428e+00,9.459118802857e-01,7.537188739590e-01,4.322255007562e-01,1.158872300681e-01
4.262838063439e-01,1.018641941335e+00,9.444298366030e-01,7.519481910946e-01,4.308721500648e-01,1.154564639339e-01
4.279515859766e-01,1.017846746350e+00,9.429558883873e-01,7.501885577652e-01,4.295282965929e-01,1.150289716783e-01
4.296193656093e-01,1.017055261465e+00,9.414899601268e-01,7.484398623589e-01,4.281938370694e-01,1.146047158057e-01
4.312871452421e-01,1.016267455067e+00,9.400319773035e-01,7.467019948188e-01,4.268686697414e-01,1.141836593932e-01
4.329549248748e-01,1.015483295935e+00,9.385818663767e-01,7.449748466154e-01,4.255526943461e-01,1.137657660797e-01
4.346227045075e-01,1.014702753230e+00,9.371395547662e-01,7.432583107196e-01,4.242458120832e-01,1.133510000554e-01
4.362904841402e-01,1.013925796493e+00,9.357049708361e-01,7.415522815765e-01,4.229479255881e-01,1.129393260510e-01
4.379582637730e-01,1.013152395635e+00,9.342780438793e-01,7.398566550792e-01,4.216589389057e-01,1.125307093280e-01
4.396260434057e-01,1.012382520933e+00,9.328587041015e-01,7.381713285435e-01,4.203787574648e-01,1.121251156686e-01
4.412938230384e-01,1.011616143025e+00,9.314468826065e-01,7.364962006837e-01,4.191072880527e-01,1.117225113656e-01
4.429616026711e-01,1.010853232903e+00,9.300425113808e-01,7.348311715878e-01,4.178444387909e-01,1.113228632132e-01
4.446293823038e-01,1.010093761908e+00,9.286455232794e-01,7.331761426939e-01,4.165901191111e-01,1.109261384978e-01
4.462971619366e-01,1.009337701723e+00,9.272558520114e-01,7.315310167671e-01,4.153442397314e-01,1.105323049885e-01
4.479649415693e-01,1.008585024369e+00,9.258734321259e-01,7.298956978768e-01,4.141067126335e-01,1.101413309286e-01
4.496327212020e-01,1.007835702200e+00,9.244981989985e-01,7.282700913742e-01,4.128774510404e-01,1.097531850267e-01
4.513005008347e-01,1.007089707900e+00,9.231300888173e-01,7.266541038707e-01,4.116563693939e-01,1.093678364480e-01
4.529682804674e-01,1.006347014470e+00,9.217690385707e-01,7.250476432163e-01,4.104433833334e-01,1.089852548066e-01
4.546360601002e-01,1.005607595233e+00,9.204149860333e-01,7.234506184791e-01,4.092384096747e-01,1.086054101565e-01
4.563038397329e-01,1.004871423822e+00,9.190678697541e-01,7.218629399244e-01,4.080413663894e-01,1.082282729843e-01
4.579716193656e-01,1.004138474179e+00,9.177276290439e-01,7.202845189949e-01,4.068521725846e-01,1.078538142012e-01
4.596393989983e-01,1.003408720548e+00,9.163942039629e-01,7.187152682906e-01,4.056707484832e-01,1.074820051353e-01
4.613071786311e-01,1.002682137472e+00,9.150675353087e-01,7.171551015502e-01,4.044970154044e-01,1.071128175241e-01
4.629749582638e-01,1.001958699788e+00,9.137475646052e-01,7.156039336318e-01,4.033308957450e-01,1.067462235074e-01
4.646427378965e-01,1.001238382622e+00,9.124342340904e-01,7.140616804943e-01,4.021723129605e-01,1.063821956200e-01
4.663105175292e-01,1.000521161385e+00,9.111274867055e-01,7.125282591797e-01,4.010211915472e-01,1.060207067848e-01
4.679782971619e-01,9.998070117699e-01,9.098272660839e-01,7.110035877949e-01,3.998774570243e-01,1.056617303059e-01
4.696460767947e-01,9.990959097448e-01,9.085335165403e-01,7.094875854946e-01,3.987410359162e-01,1.053052398616e-01
4.713138564274e-01,9.983878315511e-01,9.072461830599e-01,7.079801724639e-01,3.976118557359e-01,1.049512094986e-01
4.729816360601e-01,9.976827536984e-01,9.059652112884e-01,7.064812699021e-01,3.964898449678e-01,1.045996136249e-01
4.746494156928e-01,9.969806529610e-01,9.046905475214e-01,7.049908000057e-01,3.953749330518e-01,1.042504270037e-01
4.763171953255e-01,9.962815063737e-01,9.034221386945e-01,7.035086859528e-01,3.942670503666e-01,1.039036247472e-01
4.779849749583e-01,9.955852912279e-01,9.021599323736e-01,7.020348518870e-01,3.931661282146e-01,1.035591823108e-01
4.796527545910e-01,9.948919850683e-01,9.009038767449e-01,7.005692229022e-01,3.920720988061e-01,1.032170754870e-01
4.813205342237e-01,9.942015656888e-01,8.996539206058e-01,6.991117250273e-01,3.909848952444e-01,1.028772803996e-01
4.829883138564e-01,9.935140111290e-01,8.984100133556e-01,6.976622852112e-01,3.899044515106e-01,1.025397734981e-01
4.846560934891e-01,9.928292996707e-01,8.971721049860e-01,6.962208313087e-01,3.888307024497e-01,1.022045315521e-01
4.863238731219e-01,9.921474098343e-01,8.959401460724e-01,6.947872920657e-01,3.877635837561e-01,1.018715316461e-01
4.879916527546e-01,9.914683203755e-01,8.947140877653e-01,6.933615971053e-01,3.867030319592e-01,1.015407511737e-01
4.896594323873e-01,9.907920102818e-01,8.934938817814e-01,6.919436769145e-01,3.856489844107e-01,1.012121678328e-01
4.913272120200e-01,9.901184587693e-01,8.922794803950e-01,6.905334628298e-01,3.846013792703e-01,1.008857596205e-01
4.929949916528e-01,9.894476452795e-01,8.910708364303e-01,6.891308870248e-01,3.835601554930e-01,1.005615048276e-01
4.946627712855e-01,9.887795494757e-01,8.898679032524e-01,6.877358824970e-01,3.825252528164e-01,1.002393820344e-01
4.963305509182e-01,9.881141512406e-01,8.886706347600e-01,6.863483830548e-01,3.814966117475e-01,9.991937010525e-02
4.979983305509e-01,9.874514306723e-01,8.874789853773e-01,6.849683233050e-01,3.804741735509e-01,9.960144818425e-02
4.996661101836e-01,9.867913680822e-01,8.862929100460e-01,6.835956386411e-01,3.794578802364e-01,9.928559569048e-02
5.013338898164e-01,9.861339439912e-01,8.851123642183e-01,6.822302652306e-01,3.784476745470e-01,9.897179231345e-02
5.030016694491e-01,9.854791391275e-01,8.839373038487e-01,6.808721400033e-01,3.774434999475e-01,9.866001800874e-02
5.046694490818e-01,9.848269344230e-01,8.827676853873e-01,6.795212006402e-01,3.764453006127e-01,9.835025299355e-02
5.063372287145e-01,9.841773110112e-01,8.816034657725e-01,6.781773855614e-01,3.754530214166e-01,9.804247774253e-02
5.080050083472e-01,9.835302502239e-01,8.804446024236e-01,6.768406339155e-01,3.744666079211e-01,9.773667298354e-02
5.096727879800e-01,9.828857335886e-01,8.792910532342e-01,6.755108855683e-01,3.734860063649e-01,9.743281969355e-02
5.113405676127e-01,9.822437428258e-01,8.781427765654e-01,6.741880810922e-01,3.725111636538e-01,9.713089909463e-02
5.130083472454e-01,9.816042598466e-01,8.769997312388e-01,6.728721617555e-01,3.715420273493e-01,9.683089265003e-02
5.146761268781e-01,9.809672667499e-01,8.758618765304e-01,6.715630695123e-01,3.705785456590e-01,9.653278206024e-02
5.163439065109e-01,9.803327458196e-01,8.747291721635e-01,6.702607469917e-01,3.696206674262e-01,9.623654925929e-02
5.180116861436e-01,9.797006795227e-01,8.736015783031e-01,6.689651374885e-01,3.686683421206e-01,9.594217641094e-02
5.196794657763e-01,9.790710505062e-01,8.724790555490e-01,6.676761849530e-01,3.677215198282e-01,9.564964590509e-02
5.213472454090e-01,9.784438415953e-01,8.713615649300e-01,6.663938339813e-01,3.667801512417e-01,9.535894035418e-02
5.230150250417e-01,9.778190357902e-01,8.702490678980e-01,6.651180298060e-01,3.658441876518e-01,9.507004258966e-02
5.246828046745e-01,9.771966162648e-01,8.691415263216e-01,6.638487182868e-01,3.649135809376e-01,9.478293565858e-02
5.263505843072e-01,9.765765663633e-01,8.680389024810e-01,6.625858459013e-01,3.639882835577e-01,9.449760282017e-02
5.280183639399e-01,9.759588695988e-01,8.669411590613e-01,6.613293597362e-01,3.630682485418e-01,9.421402754255e-02
5.296861435726e-01,9.753435096506e-01,8.658482591481e-01,6.600792074783e-01,3.621534294814e-01,9.393219349947e-02
5.313539232053e-01,9.747304703622e-01,8.647601662207e-01,6.588353374058e-01,3.612437805219e-01,9.365208456708e-02
5.330217028381e-01,9.741197357390e-01,8.636768441478e-01,6.575976983799e-01,3.603392563541e-01,9.337368482086e-02
5.346894824708e-01,9.735112899463e-01,8.625982571812e-01,6.563662398366e-01,3.594398122058e-01,9.309697853248e-02
5.363572621035e-01,9.729051173071e-01,8.615243699513e-01,6.551409117780e-01,3.585454038343e-01,9.282195016682e-02
5.380250417362e-01,9.723012023000e-01,8.604551474615e-01,6.539216647645e-01,3.576559875179e-01,9.254858437899e-02
5.396928213689e-01,9.716995295576e-01,8.593905550832e-01,6.527084499071e-01,3.567715200487e-01,9.227686601141e-02
5.413606010017e-01,9.711000838639e-01,8.583305585510e-01,6.515012188591e-01,3.558919587247e-01,9.200678009098e-02
5.430283806344e-01,9.705028501528e-01,8.572751239575e-01,6.502999238087e-01,3.550172613425e-01,9.173831182625e-02
5.446961602671e-01,9.699078135057e-01,8.562242177486e-01,6.491045174716e-01,3.541473861896e-01,9.147144660467e-02
5.463639398998e-01,9.693149591504e-01,8.551778067189e-01,6.479149530832e-01,3.532822920380e-01,9.120616998991e-02
5.480317195326e-01,9.687242724582e-01,8.541358580068e-01,6.467311843918e-01,3.524219381360e-01,9.094246771917e-02
5.496994991653e-01,9.681357389430e-01,8.530983390900e-01,6.455531656510e-01,3.515662842025e-01,9.068032570061e-02
5.513672787980e-01,9.675493442589e-01,8.520652177810e-01,6.443808516129e-01,3.507152904190e-01,9.041973001076e-02
5.530350584307e-01,9.669650741986e-01,8.510364622225e-01,6.432141975211e-01,3.498689174238e-01,9.016066689202e-02
5.547028380634e-01,9.663829146918e-01,8.500120408833e-01,6.420531591040e-01,3.490271263049e-01,8.990312275019e-02
5.563706176962e-01,9.658028518031e-01,8.489919225540e-01,6.408976925680e-01,3.481898785937e-01,8.964708415204e-02
5.580383973289e-01,9.652248717307e-01,8.479760763422e-01,6.397477545909e-01,3.473571362586e-01,8.939253782295e-02
5.597061769616e-01,9.646489608046e-01,8.469644716690e-01,6.386033023155e-01,3.465288616988e-01,8.913947064454e-02
5.613739565943e-01,9.640751054848e-01,8.459570782648e-01,6.374642933435e-01,3.457050177382e-01,8.888786965238e-02
5.630417362270e-01,9.635032923598e-01,8.449538661649e-01,6.363306857286e-01,3.448855676190e-01,8.863772203376e-02
5.647095158598e-01,9.629335081450e-01,8.439548057057e-01,6.352024379711e-01,3.440704749963e-01,8.838901512542e-02
5.663772954925e-01,9.623657396813e-01,8.429598675211e-01,6.340795090111e-01,3.432597039319e-01,8.814173641142e-02
5.680450751252e-01,9.617999739330e-01,8.419690225382e-01,6.329618582233e-01,3.424532188887e-01,8.789587352099e-02
5.697128547579e-01,9.612361979871e-01,8.409822419738e-01,6.318494454105e-01,3.416509847251e-01,8.765141422640e-02
5.713806343907e-01,9.606743990510e-01,8.399994973306e-01,6.307422307984e-01,3.408529666892e-01,8.740834644092e-02
5.730484140234e-01,9.601145644517e-01,8.390207603935e-01,6.296401750294e-01,3.400591304138e-01,8.716665821676e-02
5.747161936561e-01,9.595566816336e-01,8.380460032261e-01,6.285432391576e-01,3.392694419105e-01,8.692633774312e-02
5.763839732888e-01,9.590007381579e-01,8.370751981669e-01,6.274513846428e-01,3.384838675650e-01,8.668737334418e-02
5.780517529215e-01,9.584467217006e-01,8.361083178263e-01,6.263645733454e-01,3.377023741315e-01,8.644975347720e-02
5.797195325543e-01,9.578946200513e-01,8.351453350825e-01,6.252827675210e-01,3.369249287278e-01,8.621346673062e-02
5.813873121870e-01,9.573444211117e-01,8.341862230787e-01,6.242059298153e-01,3.361514988302e-01,8.597850182218e-02
5.830550918197e-01,9.567961128946e-01,8.332309552193e-01,6.231340232588e-01,3.353820522686e-01,8.574484759712e-02
5.847228714524e-01,9.562496835222e-01,8.322795051671e-01,6.220670112619e-01,3.346165572218e-01,8.551249302636e-02
5.863906510851e-01,9.557051212248e-01,8.313318468397e-01,6.210048576097e-01,3.338549822125e-01,8.528142720473e-02
5.880584307179e-01,9.551624143399e-01,8.303879544061e-01,6.199475264574e-01,3.330972961027e-01,8.505163934922e-02
5.897262103506e-01,9.546215513106e-01,8.294478022845e-01,6.188949823252e-01,3.323434680892e-01,8.482311879732e-02
5.913939899833e-01,9.540825206842e-01,8.285113651381e-01,6.178471900940e-01,3.315934676990e-01,8.459585500526e-02
5.930617696160e-01,9.535453111114e-01,8.275786178727e-01,6.168041150001e-01,3.308472647849e-01,8.436983754643e-02
5.947295492487e-01,9.530099113447e-01,8.266495356336e-01,6.157657226312e-01,3.301048295208e-01,8.414505610970e-02
5.963973288815e-01,9.524763102376e-01,8.257240938026e-01,6.147319789214e-01,3.293661323978e-01,8.392150049787e-02
5.980651085142e-01,9.519444967429e-01,8.248022679951e-01,6.137028501471e-01,3.286311442199e-01,8.369916062603e-02
5.997328881469e-01,9.514144599120e-01,8.238840340573e-01,6.126783029226e-01,3.278998360995e-01,8.347802652010e-02
6.014006677796e-01,9.508861888935e-01,8.229693680633e-01,6.116583041956e-01,3.271721794536e-01,8.325808831524e-02
6.030684474124e-01,9.503596729322e-01,8.220582463122e-01,6.106428212429e-01,3.264481459996e-01,8.303933625436e-02
6.047362270451e-01,9.498349013677e-01,8.211506453258e-01,6.096318216666e-01,3.257277077515e-01,8.282176068671e-02
6.064040066778e-01,9.493118636339e-01,8.202465418454e-01,6.086252733895e-01,3.250108370157e-01,8.260535206636e-02
6.080717863105e-01,9.487905492571e-01,8.193459128294e-01,6.076231446517e-01,3.242975063874e-01,8.239010095081e-02
6.097395659432e-01,9.482709478558e-01,8.184487354509e-01,6.066254040057e-01,3.235876887468e-01,8.217599799958e-02
6.114073455760e-01,9.477530491390e-01,8.175549870946e-01,6.056320203134e-01,3.228813572551e-01,8.196303397285e-02
6.130751252087e-01,9.472368429053e-01,8.166646453546e-01,6.046429627415e-01,3.221784853512e-01,8.175119973010e-02
6.147429048414e-01,9.467223190421e-01,8.157776880319e-01,6.036582007583e-01,3.214790467479e-01,8.154048622873e-02
6.164106844741e-01,9.462094675245e-01,8.148940931318e-01,6.026777041294e-01,3.207830154281e-01,8.133088452284e-02
6.180784641068e-01,9.456982784141e-01,8.140138388618e-01,6.017014429143e-01,3.200903656418e-01,8.112238576184e-02
6.197462437396e-01,9.451887418582e-01,8.131369036286e-01,6.007293874629e-01,3.194010719023e-01,8.091498118925e-02
6.214140233723e-01,9.446808480889e-01,8.122632660363e-01,5.997615084115e-01,3.187151089828e-01,8.070866214142e-02
6.230818030050e-01,9.441745874220e-01,8.113929048839e-01,5.987977766796e-01,3.180324519135e-01,8.050342004631e-02
6.247495826377e-01,9.436699502562e-01,8.105257991628e-01,5.978381634663e-01,3.173530759774e-01,8.029924642225e-02
6.264173622705e-01,9.431669270719e-01,8.096619280550e-01,5.968826402470e-01,3.166769567083e-01,8.009613287682e-02
6.280851419032e-01,9.426655084306e-01,8.088012709303e-01,5.959311787698e-01,3.160040698863e-01,7.989407110558e-02
6.297529215359e-01,9.421656849740e-01,8.079438073446e-01,5.949837510522e-01,3.153343915358e-01,7.969305289100e-02
6.314207011686e-01,9.416674474227e-01,8.070895170376e-01,5.940403293782e-01,3.146678979216e-01,7.949307010129e-02
6.330884808013e-01,9.411707865757e-01,8.062383799304e-01,5.931008862945e-01,3.140045655463e-01,7.929411468925e-02
6.347562604341e-01,9.406756933097e-01,8.053903761237e-01,5.921653946078e-01,3.133443711471e-01,7.909617869125e-02
6.364240400668e-01,9.401821585776e-01,8.045454858957e-01,5.912338273815e-01,3.126872916930e-01,7.889925422606e-02
6.380918196995e-01,9.396901734083e-01,8.037036897000e-01,5.903061579323e-01,3.120333043817e-01,7.870333349385e-02
6.397595993322e-01,9.391997289055e-01,8.028649681634e-01,5.893823598278e-01,3.113823866370e-01,7.850840877508e-02
6.414273789649e-01,9.387108162470e-01,8.020293020844e-01,5.884624068830e-01,3.107345161056e-01,7.831447242953e-02
6.430951585977e-01,9.382234266841e-01,8.011966724307e-01,5.875462731575e-01,3.100896706547e-01,7.812151689523e-02
6.447629382304e-01,9.377375515402e-01,8.003670603376e-01,5.866339329525e-01,3.094478283691e-01,7.792953468748e-02
6.464307178631e-01,9.372531822108e-01,7.995404471061e-01,5.857253608080e-01,3.088089675485e-01,7.773851839787e-02
6.480984974958e-01,9.367703101621e-01,7.987168142006e-01,5.848205315003e-01,3.081730667047e-01,7.754846069329e-02
6.497662771285e-01,9.362889269304e-01,7.978961432478e-01,5.839194200385e-01,3.075401045594e-01,7.735935431499e-02
6.514340567613e-01,9.358090241217e-01,7.970784160343e-01,5.830220016624e-01,3.069100600411e-01,7.717119207763e-02
6.531018363940e-01,9.353305934104e-01,7.962636145048e-01,5.821282518394e-01,3.062829122831e-01,7.698396686834e-02
6.547696160267e-01,9.348536265390e-01,7.954517207606e-01,5.812381462620e-01,3.056586406206e-01,7.679767164582e-02
6.564373956594e-01,9.343781153171e-01,7.946427170579e-01,5.803516608451e-01,3.050372245882e-01,7.661229943946e-02
6.581051752922e-01,9.339040516207e-01,7.938365858056e-01,5.794687717237e-01,3.044186439179e-01,7.642784334841e-02
6.597729549249e-01,9.334314273918e-01,7.930333095641e-01,5.785894552497e-01,3.038028785363e-01,7.624429654073e-02
6.614407345576e-01,9.329602346373e-01,7.922328710433e-01,5.777136879901e-01,3.031899085623e-01,7.606165225254e-02
6.631085141903e-01,9.324904654287e-01,7.914352531012e-01,5.768414467239e-01,3.025797143050e-01,7.587990378714e-02
6.647762938230e-01,9.320221119010e-01,7.906404387421e-01,5.759727084401e-01,3.019722762612e-01,7.569904451422e-02
6.664440734558e-01,9.315551662524e-01,7.898484111149e-01,5.751074503351e-01,3.013675751133e-01,7.551906786899e-02
6.681118530885e-01,9.310896207433e-01,7.890591535117e-01,5.742456498102e-01,3.007655917269e-01,7.533996735143e-02
6.697796327212e-01,9.306254676960e-01,7.882726493662e-01,5.733872844696e-01,3.001663071487e-01,7.516173652541e-02
6.714474123539e-01,9.301626994938e-01,7.874888822521e-01,5.725323321177e-01,2.995697026043e-01,7.498436901798e-02
6.731151919866e-01,9.297013085806e-01,7.867078358815e-01,5.716807707570e-01,2.989757594963e-01,7.480785851857e-02
6.747829716194e-01,9.292412874599e-01,7.859294941036e-01,5.708325785859e-01,2.983844594017e-01,7.463219877821e-02
6.764507512521e-01,9.287826286946e-01,7.851538409029e-01,5.699877339962e-01,2.977957840704e-01,7.445738360878e-02
6.781185308848e-01,9.283253249060e-01,7.843808603980e-01,5.691462155714e-01,2.972097154229e-01,7.428340688229e-02
6.797863105175e-01,9.278693687735e-01,7.836105368403e-01,5.683080020839e-01,2.966262355482e-01,7.411026253016e-02
6.814540901503e-01,9.274147530339e-01,7.828428546121e-01,5.674730724937e-01,2.960453267018e-01,7.393794454245e-02
6.831218697830e-01,9.269614704808e-01,7.820777982254e-01,5.666414059453e-01,2.954669713041e-01,7.376644696718e-02
6.847896494157e-01,9.265095139639e-01,7.813153523206e-01,5.658129817664e-01,2.948911519382e-01,7.359576390966e-02
6.864574290484e-01,9.260588763887e-01,7.805555016653e-01,5.649877794656e-01,2.943178513478e-01,7.342588953175e-02
6.881252086811e-01,9.256095507157e-01,7.797982311523e-01,5.641657787305e-01,2.937470524359e-01,7.325681805120e-02
6.897929883139e-01,9.251615299599e-01,7.790435257989e-01,5.633469594252e-01,2.931787382623e-01,7.308854374102e-02
6.914607679466e-01,9.247148071903e-01,7.782913707455e-01,5.625313015890e-01,2.926128920423e-01,7.292106092874e-02
6.931285475793e-01,9.242693755293e-01,7.775417512539e-01,5.617187854343e-01,2.920494971448e-01,7.275436399584e-02
6.947963272120e-01,9.238252281523e-01,7.767946527064e-01,5.609093913443e-01,2.914885370901e-01,7.258844737706e-02
6.964641068447e-01,9.233823582867e-01,7.760500606044e-01,5.601030998715e-01,2.909299955488e-01,7.242330555978e-02
6.981318864775e-01,9.229407592122e-01,7.753079605670e-01,5.592998917357e-01,2.903738563397e-01,7.225893308343e-02
6.997996661102e-01,9.225004242594e-01,7.745683383302e-01,5.584997478224e-01,2.898201034281e-01,7.209532453880e-02
7.014674457429e-01,9.220613468099e-01,7.738311797451e-01,5.577026491805e-01,2.892687209242e-01,7.193247456753e-02
7.031352253756e-01,9.216235202956e-01,7.730964707771e-01,5.569085770210e-01,2.887196930815e-01,7.177037786144e-02
7.048030050083e-01,9.211869381980e-01,7.723641975047e-01,5.561175127149e-01,2.881730042952e-01,7.160902916197e-02
7.064707846411e-01,9.207515940480e-01,7.716343461180e-01,5.553294377916e-01,2.876286391004e-01,7.144842325961e-02
7.081385642738e-01,9.203174814254e-01,7.709069029179e-01,5.545443339373e-01,2.870865821707e-01,7.128855499329e-02
7.098063439065e-01,9.198845939581e-01,7.701818543149e-01,5.537621829931e-01,2.865468183165e-01,7.112941924988e-02
7.114741235392e-01,9.194529253221e-01,7.694591868277e-01,5.529829669534e-01,2.860093324837e-01,7.097101096356e-02
7.131419031720e-01,9.190224692405e-01,7.687388870823e-01,5.522066679643e-01,2.854741097518e-01,7.081332511534e-02
7.148096828047e-01,9.185932194835e-01,7.680209418110e-01,5.514332683219e-01,2.849411353327e-01,7.065635673247e-02
7.164774624374e-01,9.181651698678e-01,7.673053378511e-01,5.506627504708e-01,2.844103945693e-01,7.050010088793e-02
7.181452420701e-01,9.177383142558e-01,7.665920621439e-01,5.498950970023e-01,2.838818729337e-01,7.034455269989e-02
7.198130217028e-01,9.173126465557e-01,7.658811017336e-01,5.491302906531e-01,2.833555560259e-01,7.018970733123e-02
7.214808013356e-01,9.168881607207e-01,7.651724437663e-01,5.483683143036e-01,2.828314295726e-01,7.003555998895e-02
7.231485809683e-01,9.164648507488e-01,7.644660754891e-01,5.476091509763e-01,2.823094794254e-01,6.988210592377e-02
7.248163606010e-01,9.160427106821e-01,7.637619842489e-01,5.468527838346e-01,2.817896915598e-01,6.972934042954e-02
7.264841402337e-01,9.156217346065e-01,7.630601574912e-01,5.460991961809e-01,2.812720520737e-01,6.957725884281e-02
7.281519198664e-01,9.152019166514e-01,7.623605827596e-01,5.453483714555e-01,2.807565471859e-01,6.942585654230e-02
7.298196994992e-01,9.147832509890e-01,7.616632476944e-01,5.446002932349e-01,2.802431632349e-01,6.927512894848e-02
7.314874791319e-01,9.143657318342e-01,7.609681400319e-01,5.438549452306e-01,2.797318866778e-01,6.912507152303e-02
7.331552587646e-01,9.139493534441e-01,7.602752476033e-01,5.431123112872e-01,2.792227040885e-01,6.897567976843e-02
7.348230383973e-01,9.135341101173e-01,7.595845583336e-01,5.423723753819e-01,2.787156021568e-01,6.882694922748e-02
7.364908180301e-01,9.131199961941e-01,7.588960602410e-01,5.416351216221e-01,2.782105676873e-01,6.867887548286e-02
7.381585976628e-01,9.127070060554e-01,7.582097414357e-01,5.409005342448e-01,2.777075875977e-01,6.853145415665e-02
7.398263772955e-01,9.122951341229e-01,7.575255901192e-01,5.401685976149e-01,2.772066489177e-01,6.838468090994e-02
7.414941569282e-01,9.118843748584e-01,7.568435945833e-01,5.394392962239e-01,2.767077387881e-01,6.823855144237e-02
7.431619365609e-01,9.114747227636e-01,7.561637432090e-01,5.387126146887e-01,2.762108444593e-01,6.809306149167e-02
7.448297161937e-01,9.110661723794e-01,7.554860244661e-01,5.379885377503e-01,2.757159532902e-01,6.794820683332e-02
7.464974958264e-01,9.106587182861e-01,7.548104269117e-01,5.372670502724e-01,2.752230527470e-01,6.780398328004e-02
7.481652754591e-01,9.102523551025e-01,7.541369391900e-01,5.365481372403e-01,2.747321304023e-01,6.766038668144e-02
7.498330550918e-01,9.098470774856e-01,7.534655500310e-01,5.358317837596e-01,2.742431739334e-01,6.751741292360e-02
7.515008347245e-01,9.094428801307e-01,7.527962482497e-01,5.351179750548e-01,2.737561711218e-01,6.737505792866e-02
7.531686143573e-01,9.090397577705e-01,7.521290227456e-01,5.344066964683e-01,2.732711098519e-01,6.723331765442e-02
7.548363939900e-01,9.086377051750e-01,7.514638625015e-01,5.336979334593e-01,2.727879781096e-01,6.709218809398e-02
7.565041736227e-01,9.082367171512e-01,7.508007565828e-01,5.329916716023e-01,2.723067639817e-01,6.695166527532e-02
7.581719532554e-01,9.078367885426e-01,7.501396941368e-01,5.322878965859e-01,2.718274556543e-01,6.681174526093e-02
7.598397328881e-01,9.074379142290e-01,7.494806643918e-01,5.315865942123e-01,2.713500414125e-01,6.667242414746e-02
7.615075125209e-01,9.070400891262e-01,7.488236566564e-01,5.308877503954e-01,2.708745096386e-01,6.653369806531e-02
7.631752921536e-01,9.066433081854e-01,7.481686603187e-01,5.301913511598e-01,2.704008488114e-01,6.639556317830e-02
