ft,spinup_g0.2_re,spinup_g0.2_im,spinup_g0.5_re,spinup_g0.5_im,spinup_g0.8_re,spinup_g0.8_im,spinup_g1.0_re,spinup_g1.0_im
2.864446685706e-02,5.765400862954e-01,1.519576412082e-01,2.979448041112e-01,1.691853918950e-01,1.796223653484e-01,1.480430192593e-01,1.363176011402e-01,1.337389982536e-01
2.890970117250e-02,5.774319379476e-01,1.521693077543e-01,2.988726584539e-01,1.696860600726e-01,1.803716920324e-01,1.486358898488e-01,1.369590503614e-01,1.343445525673e-01
2.917739143318e-02,5.783252171299e-01,1.523810616863e-01,2.998035016204e-01,1.701880208067e-01,1.811242531606e-01,1.492309935535e-01,1.376036245780e-01,1.349527322628e-01
2.944756038001e-02,5.792199265828e-01,1.525929005501e-01,3.007373443944e-01,1.706912749717e-01,1.818800640810e-01,1.498283368097e-01,1.382513404347e-01,1.355635470321e-01
2.972023096444e-02,5.801160690556e-01,1.528048218595e-01,3.016741976110e-01,1.711958234052e-01,1.826391402311e-01,1.504279260425e-01,1.389022146823e-01,1.361770065773e-01
2.999542635048e-02,5.810136473065e-01,1.530168230960e-01,3.026140721571e-01,1.717016669082e-01,1.834014971385e-01,1.510297676652e-01,1.395562641791e-01,1.367931206098e-01
3.027316991660e-02,5.819126641027e-01,1.532289017082e-01,3.035569789714e-01,1.722088062436e-01,1.841671504219e-01,1.516338680790e-01,1.402135058920e-01,1.374118988498e-01
3.055348525774e-02,5.828131222201e-01,1.534410551115e-01,3.045029290451e-01,1.727172421362e-01,1.849361157915e-01,1.522402336722e-01,1.408739568967e-01,1.380333510263e-01
3.083639618735e-02,5.837150244436e-01,1.536532806880e-01,3.054519334223e-01,1.732269752718e-01,1.857084090497e-01,1.528488708193e-01,1.415376343794e-01,1.386574868758e-01
3.112192673935e-02,5.846183735672e-01,1.538655757857e-01,3.064040031999e-01,1.737380062967e-01,1.864840460921e-01,1.534597858811e-01,1.422045556370e-01,1.392843161427e-01
3.141010117021e-02,5.855231723940e-01,1.540779377184e-01,3.073591495286e-01,1.742503358169e-01,1.872630429082e-01,1.540729852035e-01,1.428747380787e-01,1.399138485779e-01
3.170094396102e-02,5.864294237359e-01,1.542903637653e-01,3.083173836127e-01,1.747639643973e-01,1.880454155817e-01,1.546884751170e-01,1.435481992261e-01,1.405460939390e-01
3.199447981952e-02,5.873371304141e-01,1.545028511705e-01,3.092787167108e-01,1.752788925614e-01,1.888311802917e-01,1.553062619364e-01,1.442249567152e-01,1.411810619893e-01
3.229073368227e-02,5.882462952589e-01,1.547153971427e-01,3.102431601362e-01,1.757951207906e-01,1.896203533133e-01,1.559263519595e-01,1.449050282964e-01,1.418187624976e-01
3.258973071671e-02,5.891569211097e-01,1.549279988547e-01,3.112107252569e-01,1.763126495229e-01,1.904129510184e-01,1.565487514671e-01,1.455884318359e-01,1.424592052373e-01
3.289149632331e-02,5.900690108152e-01,1.551406534431e-01,3.121814234966e-01,1.768314791530e-01,1.912089898762e-01,1.571734667217e-01,1.462751853168e-01,1.431023999861e-01
3.319605613777e-02,5.909825672332e-01,1.553533580080e-01,3.131552663343e-01,1.773516100311e-01,1.920084864544e-01,1.578005039674e-01,1.469653068397e-01,1.437483565253e-01
3.350343603312e-02,5.918975932310e-01,1.555661096121e-01,3.141322653054e-01,1.778730424623e-01,1.928114574197e-01,1.584298694288e-01,1.476588146240e-01,1.443970846391e-01
3.381366212200e-02,5.928140916850e-01,1.557789052809e-01,3.151124320018e-01,1.783957767058e-01,1.936179195386e-01,1.590615693105e-01,1.483557270087e-01,1.450485941143e-01
3.412676075883e-02,5.937320654810e-01,1.559917420020e-01,3.160957780721e-01,1.789198129744e-01,1.944278896783e-01,1.596956097962e-01,1.490560624535e-01,1.457028947394e-01
3.444275854203e-02,5.946515175141e-01,1.562046167246e-01,3.170823152223e-01,1.794451514335e-01,1.952413848072e-01,1.603319970482e-01,1.497598395401e-01,1.463599963041e-01
3.476168231637e-02,5.955724506889e-01,1.564175263590e-01,3.180720552159e-01,1.799717922004e-01,1.960584219963e-01,1.609707372063e-01,1.504670769725e-01,1.470199085988e-01
3.508355917512e-02,5.964948679194e-01,1.566304677767e-01,3.190650098748e-01,1.804997353435e-01,1.968790184194e-01,1.616118363875e-01,1.511777935789e-01,1.476826414134e-01
3.540841646248e-02,5.974187721290e-01,1.568434378093e-01,3.200611910790e-01,1.810289808816e-01,1.977031913542e-01,1.622553006848e-01,1.518920083121e-01,1.483482045374e-01
3.573628177581e-02,5.983441662507e-01,1.570564332483e-01,3.210606107677e-01,1.815595287833e-01,1.985309581831e-01,1.629011361666e-01,1.526097402510e-01,1.490166077586e-01
3.606718296802e-02,5.992710532268e-01,1.572694508448e-01,3.220632809391e-01,1.820913789656e-01,1.993623363942e-01,1.635493488761e-01,1.533310086012e-01,1.496878608628e-01
3.640114814992e-02,6.001994360095e-01,1.574824873090e-01,3.230692136512e-01,1.826245312938e-01,2.001973435817e-01,1.641999448300e-01,1.540558326968e-01,1.503619736328e-01
3.673820569262e-02,6.011293175602e-01,1.576955393094e-01,3.240784210221e-01,1.831589855799e-01,2.010359974473e-01,1.648529300181e-01,1.547842320007e-01,1.510389558479e-01
3.707838422993e-02,6.020607008501e-01,1.579086034729e-01,3.250909152305e-01,1.836947415827e-01,2.018783158006e-01,1.655083104024e-01,1.555162261062e-01,1.517188172830e-01
3.742171266079e-02,6.029935888600e-01,1.581216763839e-01,3.261067085159e-01,1.842317990061e-01,2.027243165603e-01,1.661660919159e-01,1.562518347381e-01,1.524015677082e-01
3.776822015174e-02,6.039279845804e-01,1.583347545839e-01,3.271258131793e-01,1.847701574987e-01,2.035740177548e-01,1.668262804624e-01,1.569910777536e-01,1.530872168873e-01
3.811793613938e-02,6.048638910114e-01,1.585478345712e-01,3.281482415833e-01,1.853098166528e-01,2.044274375234e-01,1.674888819147e-01,1.577339751435e-01,1.537757745780e-01
3.847089033288e-02,6.058013111627e-01,1.587609128002e-01,3.291740061529e-01,1.858507760035e-01,2.052845941168e-01,1.681539021147e-01,1.584805470337e-01,1.544672505302e-01
3.882711271652e-02,6.067402480540e-01,1.589739856810e-01,3.302031193756e-01,1.863930350279e-01,2.061455058984e-01,1.688213468717e-01,1.592308136857e-01,1.551616544859e-01
3.918663355219e-02,6.076807047146e-01,1.591870495789e-01,3.312355938021e-01,1.869365931441e-01,2.070101913450e-01,1.694912219619e-01,1.599847954984e-01,1.558589961778e-01
3.954948338202e-02,6.086226841835e-01,1.594001008141e-01,3.322714420466e-01,1.874814497102e-01,2.078786690476e-01,1.701635331272e-01,1.607425130091e-01,1.565592853290e-01
3.991569303093e-02,6.095661895095e-01,1.596131356606e-01,3.333106767870e-01,1.880276040237e-01,2.087509577126e-01,1.708382860746e-01,1.615039868944e-01,1.572625316516e-01
4.028529360926e-02,6.105112237514e-01,1.598261503466e-01,3.343533107660e-01,1.885750553201e-01,2.096270761627e-01,1.715154864749e-01,1.622692379719e-01,1.579687448462e-01
4.065831651543e-02,6.114577899777e-01,1.600391410529e-01,3.353993567909e-01,1.891238027722e-01,2.105070433375e-01,1.721951399616e-01,1.630382872010e-01,1.586779346011e-01
4.103479343859e-02,6.124058912666e-01,1.602521039133e-01,3.364488277343e-01,1.896738454894e-01,2.113908782949e-01,1.728772521305e-01,1.638111556843e-01,1.593901105910e-01
4.141475636132e-02,6.133555307065e-01,1.604650350137e-01,3.375017365346e-01,1.902251825159e-01,2.122786002117e-01,1.735618285379e-01,1.645878646692e-01,1.601052824764e-01
4.179823756233e-02,6.143067113954e-01,1.606779303913e-01,3.385580961963e-01,1.907778128306e-01,2.131702283850e-01,1.742488747002e-01,1.653684355483e-01,1.608234599024e-01
4.218526961923e-02,6.152594364413e-01,1.608907860347e-01,3.396179197907e-01,1.913317353455e-01,2.140657822326e-01,1.749383960925e-01,1.661528898615e-01,1.615446524981e-01
4.257588541127e-02,6.162137089621e-01,1.611035978827e-01,3.406812204561e-01,1.918869489051e-01,2.149652812946e-01,1.756303981476e-01,1.669412492971e-01,1.622688698753e-01
4.297011812217e-02,6.171695320857e-01,1.613163618240e-01,3.417480113985e-01,1.924434522849e-01,2.158687452337e-01,1.763248862550e-01,1.677335356927e-01,1.629961216275e-01
4.336800124289e-02,6.181269089498e-01,1.615290736970e-01,3.428183058917e-01,1.930012441907e-01,2.167761938371e-01,1.770218657595e-01,1.685297710369e-01,1.637264173293e-01
4.376956857452e-02,6.190858427021e-01,1.617417292884e-01,3.438921172783e-01,1.935603232574e-01,2.176876470165e-01,1.777213419605e-01,1.693299774705e-01,1.644597665349e-01
4.417485423112e-02,6.200463365004e-01,1.619543243335e-01,3.449694589697e-01,1.941206880478e-01,2.186031248101e-01,1.784233201106e-01,1.701341772879e-01,1.651961787773e-01
4.458389264262e-02,6.210083935122e-01,1.621668545152e-01,3.460503444469e-01,1.946823370518e-01,2.195226473830e-01,1.791278054144e-01,1.709423929385e-01,1.659356635671e-01
4.499671855779e-02,6.219720169152e-01,1.623793154632e-01,3.471347872607e-01,1.952452686852e-01,2.204462350282e-01,1.798348030274e-01,1.717546470277e-01,1.666782303915e-01
4.541336704712e-02,6.229372098970e-01,1.625917027539e-01,3.482228010324e-01,1.958094812882e-01,2.213739081682e-01,1.805443180549e-01,1.725709623187e-01,1.674238887132e-01
4.583387350586e-02,6.239039756550e-01,1.628040119096e-01,3.493143994541e-01,1.963749731247e-01,2.223056873556e-01,1.812563555505e-01,1.733913617339e-01,1.681726479691e-01
4.625827365700e-02,6.248723173969e-01,1.630162383976e-01,3.504095962894e-01,1.969417423810e-01,2.232415932742e-01,1.819709205150e-01,1.742158683559e-01,1.689245175696e-01
4.668660355429e-02,6.258422383402e-01,1.632283776300e-01,3.515084053739e-01,1.975097871648e-01,2.241816467403e-01,1.826880178955e-01,1.750445054292e-01,1.696795068968e-01
4.711889958534e-02,6.268137417123e-01,1.634404249630e-01,3.526108406152e-01,1.980791055034e-01,2.251258687038e-01,1.834076525833e-01,1.758772963617e-01,1.704376253037e-01
4.755519847469e-02,6.277868307508e-01,1.636523756960e-01,3.537169159941e-01,1.986496953432e-01,2.260742802489e-01,1.841298294134e-01,1.767142647261e-01,1.711988821130e-01
4.799553728693e-02,6.287615087032e-01,1.638642250713e-01,3.548266455646e-01,1.992215545481e-01,2.270269025956e-01,1.848545531628e-01,1.775554342611e-01,1.719632866157e-01
4.843995342985e-02,6.297377788268e-01,1.640759682733e-01,3.559400434547e-01,1.997946808985e-01,2.279837571008e-01,1.855818285490e-01,1.784008288732e-01,1.727308480699e-01
4.888848465761e-02,6.307156443890e-01,1.642876004278e-01,3.570571238666e-01,2.003690720898e-01,2.289448652591e-01,1.863116602290e-01,1.792504726382e-01,1.735015756996e-01
4.934116907397e-02,6.316951086673e-01,1.644991166015e-01,3.581779010774e-01,2.009447257311e-01,2.299102487046e-01,1.870440527978e-01,1.801043898024e-01,1.742754786932e-01
4.979804513550e-02,6.326761749488e-01,1.647105118012e-01,3.593023894398e-01,2.015216393442e-01,2.308799292111e-01,1.877790107867e-01,1.809626047844e-01,1.750525662024e-01
5.025915165487e-02,6.336588465309e-01,1.649217809733e-01,3.604306033820e-01,2.020998103620e-01,2.318539286941e-01,1.885165386624e-01,1.818251421766e-01,1.758328473407e-01
5.072452780414e-02,6.346431267205e-01,1.651329190028e-01,3.615625574090e-01,2.026792361274e-01,2.328322692116e-01,1.892566408250e-01,1.826920267465e-01,1.766163311820e-01
5.119421311807e-02,6.356290188349e-01,1.653439207130e-01,3.626982661025e-01,2.032599138918e-01,2.338149729653e-01,1.899993216067e-01,1.835632834387e-01,1.774030267594e-01
5.166824749751e-02,6.366165262007e-01,1.655547808645e-01,3.638377441216e-01,2.038418408138e-01,2.348020623018e-01,1.907445852705e-01,1.844389373760e-01,1.781929430636e-01
5.214667121275e-02,6.376056521549e-01,1.657654941547e-01,3.649810062036e-01,2.044250139578e-01,2.357935597140e-01,1.914924360086e-01,1.853190138614e-01,1.789860890412e-01
5.262952490700e-02,6.385964000439e-01,1.659760552171e-01,3.661280671640e-01,2.050094302925e-01,2.367894878419e-01,1.922428779404e-01,1.862035383796e-01,1.797824735940e-01
5.311684959977e-02,6.395887732242e-01,1.661864586203e-01,3.672789418975e-01,2.055950866897e-01,2.377898694741e-01,1.929959151117e-01,1.870925365985e-01,1.805821055764e-01
5.360868669041e-02,6.405827750619e-01,1.663966988676e-01,3.684336453784e-01,2.061819799227e-01,2.387947275492e-01,1.937515514923e-01,1.879860343707e-01,1.813849937949e-01
5.410507796161e-02,6.415784089330e-01,1.666067703963e-01,3.695921926607e-01,2.067701066650e-01,2.398040851566e-01,1.945097909750e-01,1.888840577359e-01,1.821911470060e-01
5.460606558294e-02,6.425756782231e-01,1.668166675765e-01,3.707545988795e-01,2.073594634885e-01,2.408179655379e-01,1.952706373735e-01,1.897866329215e-01,1.830005739145e-01
5.511169211444e-02,6.435745863274e-01,1.670263847108e-01,3.719208792507e-01,2.079500468623e-01,2.418363920887e-01,1.960340944210e-01,1.906937863453e-01,1.838132831723e-01
5.562200051026e-02,6.445751366509e-01,1.672359160336e-01,3.730910490719e-01,2.085418531511e-01,2.428593883588e-01,1.968001657684e-01,1.916055446165e-01,1.846292833764e-01
5.613703412224e-02,6.455773326082e-01,1.674452557098e-01,3.742651237231e-01,2.091348786137e-01,2.438869780547e-01,1.975688549825e-01,1.925219345377e-01,1.854485830674e-01
5.665683670368e-02,6.465811776234e-01,1.676543978345e-01,3.754431186668e-01,2.097291194012e-01,2.449191850399e-01,1.983401655441e-01,1.934429831067e-01,1.862711907278e-01
5.718145241299e-02,6.475866751299e-01,1.678633364322e-01,3.766250494491e-01,2.103245715558e-01,2.459560333367e-01,1.991141008468e-01,1.943687175182e-01,1.870971147802e-01
5.771092581748e-02,6.485938285709e-01,1.680720654558e-01,3.778109316997e-01,2.109212310089e-01,2.469975471276e-01,1.998906641944e-01,1.952991651655e-01,1.879263635855e-01
5.824530189713e-02,6.496026413989e-01,1.682805787858e-01,3.790007811327e-01,2.115190935794e-01,2.480437507561e-01,2.006698587995e-01,1.962343536424e-01,1.887589454412e-01
5.878462604840e-02,6.506131170756e-01,1.684888702298e-01,3.801946135474e-01,2.121181549727e-01,2.490946687288e-01,2.014516877816e-01,1.971743107448e-01,1.895948685794e-01
5.932894408812e-02,6.516252590722e-01,1.686969335213e-01,3.813924448283e-01,2.127184107780e-01,2.501503257160e-01,2.022361541650e-01,1.981190644729e-01,1.904341411652e-01
5.987830225734e-02,6.526390708689e-01,1.689047623190e-01,3.825942909460e-01,2.133198564675e-01,2.512107465537e-01,2.030232608770e-01,1.990686430327e-01,1.912767712946e-01
6.043274722531e-02,6.536545559552e-01,1.691123502062e-01,3.838001679578e-01,2.139224873943e-01,2.522759562443e-01,2.038130107458e-01,2.000230748380e-01,1.921227669926e-01
6.099232609338e-02,6.546717178298e-01,1.693196906897e-01,3.850100920082e-01,2.145262987905e-01,2.533459799587e-01,2.046054064989e-01,2.009823885123e-01,1.929721362114e-01
6.155708639907e-02,6.556905600002e-01,1.695267771988e-01,3.862240793291e-01,2.151312857659e-01,2.544208430372e-01,2.054004507604e-01,2.019466128906e-01,1.938248868280e-01
6.212707612005e-02,6.567110859829e-01,1.697336030848e-01,3.874421462411e-01,2.157374433057e-01,2.555005709911e-01,2.061981460494e-01,2.029157770214e-01,1.946810266427e-01
6.270234367826e-02,6.577332993033e-01,1.699401616201e-01,3.886643091532e-01,2.163447662692e-01,2.565851895040e-01,2.069984947777e-01,2.038899101687e-01,1.955405633766e-01
6.328293794398e-02,6.587572034956e-01,1.701464459970e-01,3.898905845642e-01,2.169532493874e-01,2.576747244333e-01,2.078014992479e-01,2.048690418135e-01,1.964035046698e-01
6.386890824004e-02,6.597828021028e-01,1.703524493271e-01,3.911209890625e-01,2.175628872618e-01,2.587692018117e-01,2.086071616510e-01,2.058532016566e-01,1.972698580789e-01
6.446030434595e-02,6.608100986761e-01,1.705581646401e-01,3.923555393272e-01,2.181736743617e-01,2.598686478485e-01,2.094154840640e-01,2.068424196197e-01,1.981396310752e-01
6.505717650215e-02,6.618390967757e-01,1.707635848833e-01,3.935942521285e-01,2.187856050230e-01,2.609730889312e-01,2.102264684483e-01,2.078367258481e-01,1.990128310424e-01
6.565957541431e-02,6.628697999699e-01,1.709687029204e-01,3.948371443280e-01,2.193986734461e-01,2.620825516269e-01,2.110401166467e-01,2.088361507122e-01,1.998894652739e-01
6.626755225758e-02,6.639022118353e-01,1.711735115305e-01,3.960842328799e-01,2.200128736936e-01,2.631970626838e-01,2.118564303817e-01,2.098407248097e-01,2.007695409712e-01
6.688115868100e-02,6.649363359569e-01,1.713780034074e-01,3.973355348307e-01,2.206281996886e-01,2.643166490327e-01,2.126754112528e-01,2.108504789681e-01,2.016530652411e-01
6.750044681184e-02,6.659721759276e-01,1.715821711586e-01,3.985910673207e-01,2.212446452126e-01,2.654413377883e-01,2.134970607339e-01,2.118654442460e-01,2.025400450935e-01
6.812546926002e-02,6.670097353482e-01,1.717860073041e-01,3.998508475837e-01,2.218622039036e-01,2.665711562513e-01,2.143213801717e-01,2.128856519358e-01,2.034304874388e-01
6.875627912265e-02,6.680490178275e-01,1.719895042755e-01,4.011148929483e-01,2.224808692537e-01,2.677061319092e-01,2.151483707821e-01,2.139111335655e-01,2.043243990856e-01
6.939292998847e-02,6.690900269820e-01,1.721926544155e-01,4.023832208378e-01,2.231006346073e-01,2.688462924383e-01,2.159780336486e-01,2.149419209010e-01,2.052217867384e-01
7.003547594241e-02,6.701327664356e-01,1.723954499760e-01,4.036558487715e-01,2.237214931589e-01,2.699916657050e-01,2.168103697196e-01,2.159780459481e-01,2.061226569944e-01
7.068397157023e-02,6.711772398198e-01,1.725978831180e-01,4.049327943644e-01,2.243434379506e-01,2.711422797677e-01,2.176453798054e-01,2.170195409549e-01,2.070270163416e-01
7.133847196312e-02,6.722234507734e-01,1.727999459100e-01,4.062140753287e-01,2.249664618707e-01,2.722981628779e-01,2.184830645759e-01,2.180664384137e-01,2.079348711557e-01
7.199903272238e-02,6.732714029422e-01,1.730016303271e-01,4.074997094735e-01,2.255905576505e-01,2.734593434822e-01,2.193234245579e-01,2.191187710634e-01,2.088462276979e-01
7.266570996416e-02,6.743210999791e-01,1.732029282502e-01,4.087897147059e-01,2.262157178627e-01,2.746258502236e-01,2.201664601323e-01,2.201765718917e-01,2.097610921115e-01
7.333856032421e-02,6.753725455438e-01,1.734038314645e-01,4.100841090316e-01,2.268419349191e-01,2.757977119434e-01,2.210121715316e-01,2.212398741374e-01,2.106794704196e-01
7.401764096272e-02,6.764257433027e-01,1.736043316589e-01,4.113829105549e-01,2.274692010678e-01,2.769749576825e-01,2.218605588367e-01,2.223087112924e-01,2.116013685223e-01
7.470300956913e-02,6.774806969286e-01,1.738044204246e-01,4.126861374800e-01,2.280975083916e-01,2.781576166832e-01,2.227116219744e-01,2.233831171043e-01,2.125267921936e-01
7.539472436708e-02,6.785374101006e-01,1.740040892542e-01,4.139938081111e-01,2.287268488048e-01,2.793457183908e-01,2.235653607144e-01,2.244631255786e-01,2.134557470785e-01
7.609284411932e-02,6.795958865041e-01,1.742033295404e-01,4.153059408529e-01,2.293572140514e-01,2.805392924551e-01,2.244217746663e-01,2.255487709810e-01,2.143882386901e-01
7.679742813272e-02,6.806561298303e-01,1.744021325753e-01,4.166225542115e-01,2.299885957026e-01,2.817383687325e-01,2.252808632767e-01,2.266400878397e-01,2.153242724066e-01
7.750853626331e-02,6.817181437761e-01,1.746004895486e-01,4.179436667946e-01,2.306209851538e-01,2.829429772871e-01,2.261426258262e-01,2.277371109478e-01,2.162638534683e-01
7.822622892134e-02,6.827819320440e-01,1.747983915471e-01,4.192692973125e-01,2.312543736227e-01,2.841531483929e-01,2.270070614263e-01,2.288398753659e-01,2.172069869740e-01
7.895056707645e-02,6.838474983418e-01,1.749958295533e-01,4.205994645780e-01,2.318887521467e-01,2.853689125349e-01,2.278741690163e-01,2.299484164239e-01,2.181536778785e-01
7.968161226283e-02,6.849148463824e-01,1.751927944442e-01,4.219341875076e-01,2.325241115797e-01,2.865903004114e-01,2.287439473599e-01,2.310627697242e-01,2.191039309889e-01
8.041942658443e-02,6.859839798836e-01,1.753892769902e-01,4.232734851217e-01,2.331604425903e-01,2.878173429353e-01,2.296163950424e-01,2.321829711437e-01,2.200577509614e-01
8.116407272027e-02,6.870549025678e-01,1.755852678538e-01,4.246173765450e-01,2.337977356586e-01,2.890500712361e-01,2.304915104673e-01,2.333090568361e-01,2.210151422980e-01
8.191561392973e-02,6.881276181619e-01,1.757807575886e-01,4.259658810076e-01,2.344359810739e-01,2.902885166614e-01,2.313692918525e-01,2.344410632349e-01,2.219761093430e-01
8.267411405798e-02,6.892021303967e-01,1.759757366379e-01,4.273190178448e-01,2.350751689315e-01,2.915327107786e-01,2.322497372277e-01,2.355790270554e-01,2.229406562796e-01
8.343963754131e-02,6.902784430071e-01,1.761701953336e-01,4.286768064981e-01,2.357152891303e-01,2.927826853770e-01,2.331328444305e-01,2.367229852975e-01,2.239087871264e-01
8.421224941272e-02,6.913565597317e-01,1.763641238948e-01,4.300392665159e-01,2.363563313701e-01,2.940384724691e-01,2.340186111027e-01,2.378729752481e-01,2.248805057338e-01
8.499201530734e-02,6.924364843122e-01,1.765575124269e-01,4.314064175534e-01,2.369982851483e-01,2.953001042929e-01,2.349070346876e-01,2.390290344840e-01,2.258558157802e-01
8.577900146807e-02,6.935182204936e-01,1.767503509198e-01,4.327782793736e-01,2.376411397575e-01,2.965676133130e-01,2.357981124253e-01,2.401912008738e-01,2.268347207685e-01
8.657327475118e-02,6.946017720234e-01,1.769426292471e-01,4.341548718477e-01,2.382848842824e-01,2.978410322230e-01,2.366918413502e-01,2.413595125812e-01,2.278172240221e-01
8.737490263200e-02,6.956871426519e-01,1.771343371644e-01,4.355362149554e-01,2.389295075967e-01,2.991203939470e-01,2.375882182862e-01,2.425340080672e-01,2.288033286813e-01
8.818395321067e-02,6.967743361314e-01,1.773254643086e-01,4.369223287860e-01,2.395749983603e-01,3.004057316414e-01,2.384872398437e-01,2.437147260930e-01,2.297930376992e-01
8.900049521787e-02,6.978633562159e-01,1.775160001957e-01,4.383132335379e-01,2.402213450162e-01,3.016970786968e-01,2.393889024156e-01,2.449017057223e-01,2.307863538377e-01
8.982459802072e-02,6.989542066613e-01,1.777059342204e-01,4.397089495202e-01,2.408685357876e-01,3.029944687398e-01,2.402932021731e-01,2.460949863245e-01,2.317832796638e-01
9.065633162863e-02,7.000468912242e-01,1.778952556540e-01,4.411094971523e-01,2.415165586744e-01,3.042979356347e-01,2.412001350623e-01,2.472946075768e-01,2.327838175449e-01
9.149576669927e-02,7.011414136625e-01,1.780839536434e-01,4.425148969648e-01,2.421654014503e-01,3.056075134856e-01,2.421096967995e-01,2.485006094674e-01,2.337879696452e-01
9.234297454459e-02,7.022377777341e-01,1.782720172097e-01,4.439251696001e-01,2.428150516597e-01,3.069232366380e-01,2.430218828677e-01,2.497130322979e-01,2.347957379210e-01
9.319802713681e-02,7.033359871975e-01,1.784594352468e-01,4.453403358123e-01,2.434654966141e-01,3.082451396807e-01,2.439366885124e-01,2.509319166864e-01,2.358071241167e-01
9.406099711462e-02,7.044360458103e-01,1.786461965198e-01,4.467604164683e-01,2.441167233892e-01,3.095732574478e-01,2.448541087371e-01,2.521573035700e-01,2.368221297602e-01
9.493195778929e-02,7.055379573301e-01,1.788322896638e-01,4.481854325478e-01,2.447687188212e-01,3.109076250203e-01,2.457741382992e-01,2.533892342075e-01,2.378407561584e-01
9.581098315092e-02,7.066417255128e-01,1.790177031825e-01,4.496154051440e-01,2.454214695037e-01,3.122482777283e-01,2.466967717056e-01,2.546277501825e-01,2.388630043929e-01
9.669814787472e-02,7.077473541131e-01,1.792024254465e-01,4.510503554637e-01,2.460749617843e-01,3.135952511525e-01,2.476220032086e-01,2.558728934063e-01,2.398888753150e-01
9.759352732737e-02,7.088548468839e-01,1.793864446919e-01,4.524903048282e-01,2.467291817607e-01,3.149485811266e-01,2.485498268009e-01,2.571247061202e-01,2.409183695413e-01
9.849719757340e-02,7.099642075754e-01,1.795697490190e-01,4.539352746732e-01,2.473841152778e-01,3.163083037385e-01,2.494802362115e-01,2.583832308990e-01,2.419514874487e-01
9.940923538166e-02,7.110754399351e-01,1.797523263905e-01,4.553852865496e-01,2.480397479235e-01,3.176744553328e-01,2.504132249009e-01,2.596485106533e-01,2.429882291696e-01
1.003297182319e-01,7.121885477074e-01,1.799341646305e-01,4.568403621238e-01,2.486960650256e-01,3.190470725124e-01,2.513487860564e-01,2.609205886332e-01,2.440285945871e-01
1.012587243211e-01,7.133035346326e-01,1.801152514222e-01,4.583005231777e-01,2.493530516478e-01,3.204261921406e-01,2.522869125873e-01,2.621995084301e-01,2.450725833297e-01
1.021963325706e-01,7.144204044469e-01,1.802955743069e-01,4.597657916095e-01,2.500106925862e-01,3.218118513427e-01,2.532275971203e-01,2.634853139807e-01,2.461201947662e-01
1.031426226323e-01,7.155391608818e-01,1.804751206825e-01,4.612361894341e-01,2.506689723653e-01,3.232040875082e-01,2.541708319943e-01,2.647780495695e-01,2.471714280008e-01
1.040976748957e-01,7.166598076633e-01,1.806538778014e-01,4.627117387831e-01,2.513278752346e-01,3.246029382926e-01,2.551166092555e-01,2.660777598315e-01,2.482262818673e-01
1.050615704948e-01,7.177823485118e-01,1.808318327694e-01,4.641924619051e-01,2.519873851640e-01,3.260084416193e-01,2.560649206524e-01,2.673844897557e-01,2.492847549242e-01
1.060343913145e-01,7.189067871411e-01,1.810089725439e-01,4.656783811664e-01,2.526474858408e-01,3.274206356816e-01,2.570157576307e-01,2.686982846877e-01,2.503468454488e-01
1.070162199984e-01,7.200331272583e-01,1.811852839321e-01,4.671695190511e-01,2.533081606648e-01,3.288395589445e-01,2.579691113279e-01,2.700191903332e-01,2.514125514320e-01
1.080071399549e-01,7.211613725626e-01,1.813607535897e-01,4.686658981612e-01,2.539693927451e-01,3.302652501468e-01,2.589249725680e-01,2.713472527604e-01,2.524818705724e-01
1.090072353650e-01,7.222915267454e-01,1.815353680188e-01,4.701675412173e-01,2.546311648955e-01,3.316977483028e-01,2.598833318561e-01,2.726825184035e-01,2.535548002704e-01
1.100165911891e-01,7.234235934893e-01,1.817091135668e-01,4.716744710582e-01,2.552934596302e-01,3.331370927045e-01,2.608441793733e-01,2.740250340656e-01,2.546313376226e-01
1.110352931742e-01,7.245575764674e-01,1.818819764239e-01,4.731867106419e-01,2.559562591604e-01,3.345833229233e-01,2.618075049706e-01,2.753748469220e-01,2.557114794158e-01
1.120634278615e-01,7.256934793428e-01,1.820539426223e-01,4.747042830452e-01,2.566195453892e-01,3.360364788121e-01,2.627732981634e-01,2.767320045229e-01,2.567952221209e-01
1.131010825933e-01,7.268313057680e-01,1.822249980335e-01,4.762272114641e-01,2.572832999077e-01,3.374966005069e-01,2.637415481260e-01,2.780965547968e-01,2.578825618865e-01
1.141483455208e-01,7.279710593842e-01,1.823951283675e-01,4.777555192142e-01,2.579475039905e-01,3.389637284293e-01,2.647122436855e-01,2.794685460536e-01,2.589734945330e-01
1.152053056114e-01,7.291127438203e-01,1.825643191701e-01,4.792892297305e-01,2.586121385915e-01,3.404379032879e-01,2.656853733160e-01,2.808480269875e-01,2.600680155460e-01
1.162720526561e-01,7.302563626925e-01,1.827325558219e-01,4.808283665678e-01,2.592771843390e-01,3.419191660804e-01,2.666609251324e-01,2.822350466807e-01,2.611661200698e-01
1.173486772777e-01,7.314019196037e-01,1.828998235360e-01,4.823729534006e-01,2.599426215317e-01,3.434075580955e-01,2.676388868847e-01,2.836296546058e-01,2.622678029008e-01
