zeta,turn_g0.2,turn_g0.5,turn_g0.7,turn_g0.9,turn_g0.95,turn_g1.0
1.075105383244e+00,-5.446018984925e+01,-5.210427492524e+01,-4.906781626472e+01,-4.549869165696e+01,-4.453787755849e+01,-4.355301989026e+01
1.089354938837e+00,-5.471168143065e+01,-5.248738895107e+01,-4.953930717721e+01,-4.604582376825e+01,-4.510081716042e+01,-4.413032972442e+01
1.103793359483e+00,-5.496345574013e+01,-5.287244770319e+01,-5.001474542364e+01,-4.659934674071e+01,-4.567077991306e+01,-4.471529127953e+01
1.118423148417e+00,-5.521549650785e+01,-5.325943657451e+01,-5.049414493068e+01,-4.715932846991e+01,-4.624785010521e+01,-4.530800597537e+01
1.133246842055e+00,-5.546778725933e+01,-5.364834012316e+01,-5.097751900421e+01,-4.772583736240e+01,-4.683211292842e+01,-4.590857657237e+01
1.148267010430e+00,-5.572031120546e+01,-5.403914206545e+01,-5.146488027181e+01,-4.829894231603e+01,-4.742365448396e+01,-4.651710719080e+01
1.163486257637e+00,-5.597305137745e+01,-5.443182526030e+01,-5.195624069437e+01,-4.887871271424e+01,-4.802256179950e+01,-4.713370333826e+01
1.178907222287e+00,-5.622599041514e+01,-5.482637171472e+01,-5.245161151498e+01,-4.946521844195e+01,-4.862892280564e+01,-4.775847191141e+01
1.194532577963e+00,-5.647911083397e+01,-5.522276251666e+01,-5.295100323763e+01,-5.005852983487e+01,-4.924282638677e+01,-4.839152123090e+01
1.210365033686e+00,-5.673239476283e+01,-5.562097783713e+01,-5.345442556745e+01,-5.065871772358e+01,-4.986436233956e+01,-4.903296104996e+01
1.226407334380e+00,-5.698582416263e+01,-5.602099691130e+01,-5.396188742238e+01,-5.126585340251e+01,-5.049362142651e+01,-4.968290258087e+01
1.242662261351e+00,-5.723938070125e+01,-5.642279799569e+01,-5.447339684804e+01,-5.188000862103e+01,-5.113069533132e+01,-5.034145849900e+01
1.259132632770e+00,-5.749304575691e+01,-5.682635838506e+01,-5.498896100811e+01,-5.250125558689e+01,-5.177567670741e+01,-5.100874298347e+01
1.275821304159e+00,-5.774680052660e+01,-5.723165432144e+01,-5.550858616569e+01,-5.312966694821e+01,-5.242865916922e+01,-5.168487172434e+01
1.292731168889e+00,-5.800062583234e+01,-5.763866104262e+01,-5.603227759957e+01,-5.376531580296e+01,-5.308973728940e+01,-5.236996194410e+01
1.309865158677e+00,-5.825450235558e+01,-5.804735272015e+01,-5.656003959128e+01,-5.440827566535e+01,-5.375900660942e+01,-5.306413241849e+01
1.327226244101e+00,-5.850841044444e+01,-5.845770243203e+01,-5.709187538445e+01,-5.505862046985e+01,-5.443656365137e+01,-5.376750349978e+01
1.344817435108e+00,-5.876233023189e+01,-5.886968215326e+01,-5.762778712712e+01,-5.571642456886e+01,-5.512250592278e+01,-5.448019713564e+01
1.362641781543e+00,-5.901624156767e+01,-5.928326271364e+01,-5.816777583500e+01,-5.638176270917e+01,-5.581693191576e+01,-5.520233687901e+01
1.380702373669e+00,-5.927012409049e+01,-5.969841378813e+01,-5.871184135964e+01,-5.705471004069e+01,-5.651994110872e+01,-5.593404793947e+01
1.399002342712e+00,-5.952395718525e+01,-6.011510387100e+01,-5.925998229937e+01,-5.773534206709e+01,-5.723163398656e+01,-5.667545717427e+01
1.417544861397e+00,-5.977771997985e+01,-6.053330021915e+01,-5.981219600046e+01,-5.842373468390e+01,-5.795211203271e+01,-5.742669311706e+01
1.436333144502e+00,-6.003139133617e+01,-6.095296886791e+01,-6.036847847386e+01,-5.911996411590e+01,-5.868147774050e+01,-5.818788601868e+01
1.455370449414e+00,-6.028494992645e+01,-6.137407458408e+01,-6.092882433377e+01,-5.982410695112e+01,-5.941983461896e+01,-5.895916785302e+01
1.474660076692e+00,-6.053837414837e+01,-6.179658082026e+01,-6.149322678000e+01,-6.053624008646e+01,-6.016728718752e+01,-5.974067232772e+01
1.494205370643e+00,-6.079164218833e+01,-6.222044972568e+01,-6.206167749421e+01,-6.125644073483e+01,-6.092394098993e+01,-6.053253494414e+01
1.514009719898e+00,-6.104473198153e+01,-6.264564209797e+01,-6.263416663614e+01,-6.198478641076e+01,-6.168990262618e+01,-6.133489299497e+01
1.534076558004e+00,-6.129762127559e+01,-6.307211731588e+01,-6.321068270189e+01,-6.272135488679e+01,-6.246527966109e+01,-6.214788556513e+01
1.554409364014e+00,-6.155028755941e+01,-6.349983339557e+01,-6.379121256391e+01,-6.346622422889e+01,-6.325018076456e+01,-6.297165363163e+01
1.575011663093e+00,-6.180270810890e+01,-6.392874690309e+01,-6.437574131849e+01,-6.421947273338e+01,-6.404471563164e+01,-6.380634000420e+01
1.595887027129e+00,-6.205486003603e+01,-6.435881291921e+01,-6.496425224475e+01,-6.498117890508e+01,-6.484899496360e+01,-6.465208939049e+01
1.617039075354e+00,-6.230672014794e+01,-6.478998504448e+01,-6.555672675748e+01,-6.575142148472e+01,-6.566313057017e+01,-6.550904842790e+01
1.638471474968e+00,-6.255826514574e+01,-6.522221534978e+01,-6.615314428133e+01,-6.653027937626e+01,-6.648723526995e+01,-6.637736568381e+01
1.660187941776e+00,-6.280947149496e+01,-6.565545434894e+01,-6.675348224766e+01,-6.731783164353e+01,-6.732142296456e+01,-6.725719171057e+01
1.682192240834e+00,-6.306031545303e+01,-6.608965096389e+01,-6.735771594318e+01,-6.811415751220e+01,-6.816580861113e+01,-6.814867903715e+01
1.704488187099e+00,-6.331077310055e+01,-6.652475253100e+01,-6.796581847501e+01,-6.891933630902e+01,-6.902050823553e+01,-6.905198222554e+01
1.727079646093e+00,-6.356082035737e+01,-6.696070468716e+01,-6.857776064550e+01,-6.973344744859e+01,-6.988563891898e+01,-6.996725788581e+01
1.749970534572e+00,-6.381043293605e+01,-6.739745145234e+01,-6.919351093521e+01,-7.055657043343e+01,-7.076131885202e+01,-7.089466470416e+01
1.773164821204e+00,-6.405958642788e+01,-6.783493510479e+01,-6.981303532185e+01,-7.138878478874e+01,-7.164766727955e+01,-7.183436346341e+01
1.796666527259e+00,-6.430825621610e+01,-6.827309620625e+01,-7.043629725220e+01,-7.223017005346e+01,-7.254480453940e+01,-7.278651709251e+01
1.820479727306e+00,-6.455641753849e+01,-6.871187354778e+01,-7.106325748516e+01,-7.308080573822e+01,-7.345285204388e+01,-7.375129065095e+01
1.844608549917e+00,-6.480404552579e+01,-6.915120413199e+01,-7.169387408162e+01,-7.394077134228e+01,-7.437193233147e+01,-7.472885142132e+01
1.869057178385e+00,-6.505111513152e+01,-6.959102313585e+01,-7.232810219479e+01,-7.481014624799e+01,-7.530216901374e+01,-7.571936888218e+01
1.893829851451e+00,-6.529760118368e+01,-7.003126388476e+01,-7.296589401273e+01,-7.568900973029e+01,-7.624368679525e+01,-7.672301476193e+01
1.918930864033e+00,-6.554347840623e+01,-7.047185784853e+01,-7.360719865612e+01,-7.657744092002e+01,-7.719661151076e+01,-7.773996306462e+01
1.944364567977e+00,-6.578872140815e+01,-7.091273454772e+01,-7.425196201212e+01,-7.747551877410e+01,-7.816107010579e+01,-7.877039010725e+01
1.970135372809e+00,-6.603330465851e+01,-7.135382161833e+01,-7.490012668236e+01,-7.838332201626e+01,-7.913719063027e+01,-7.981447453148e+01
1.996247746496e+00,-6.627720255327e+01,-7.179504468904e+01,-7.555163176715e+01,-7.930092910491e+01,-8.012510226886e+01,-8.087239735254e+01
2.022706216228e+00,-6.652038943379e+01,-7.223632744830e+01,-7.620641279833e+01,-8.022841821052e+01,-8.112493533329e+01,-8.194434198892e+01
2.049515369197e+00,-6.676283951338e+01,-7.267759152991e+01,-7.686440159106e+01,-8.116586714983e+01,-8.213682128106e+01,-8.303049429484e+01
2.076679853393e+00,-6.700452700002e+01,-7.311875658688e+01,-7.752552608453e+01,-8.211335335385e+01,-8.316089270606e+01,-8.413104256859e+01
2.104204378413e+00,-6.724542598583e+01,-7.355974016427e+01,-7.818971017482e+01,-8.307095382765e+01,-8.419728335856e+01,-8.524617762138e+01
2.132093716274e+00,-6.748551053925e+01,-7.400045776476e+01,-7.885687361575e+01,-8.403874507962e+01,-8.524612814837e+01,-8.637609278556e+01
2.160352702242e+00,-6.772475473086e+01,-7.444082276398e+01,-7.952693182566e+01,-8.501680310145e+01,-8.630756316901e+01,-8.752098397139e+01
2.188986235672e+00,-6.796313251386e+01,-7.488074642833e+01,-8.019979567988e+01,-8.600520327274e+01,-8.738172565725e+01,-8.868104964420e+01
2.217999280852e+00,-6.820061797571e+01,-7.532013790848e+01,-8.087537144543e+01,-8.700402038924e+01,-8.846875410514e+01,-8.985649095328e+01
2.247396867871e+00,-6.843718505710e+01,-7.575890418729e+01,-8.155356047026e+01,-8.801332851178e+01,-8.956878816920e+01,-9.104751168409e+01
2.277184093484e+00,-6.867280780696e+01,-7.619695007420e+01,-8.223425909986e+01,-8.903320095327e+01,-9.068196872287e+01,-9.225431831723e+01
2.307366122001e+00,-6.890746025959e+01,-7.663417820654e+01,-8.291735841955e+01,-9.006371023210e+01,-9.180843788767e+01,-9.347712008245e+01
2.337948186179e+00,-6.914111653348e+01,-7.707048906890e+01,-8.360274410734e+01,-9.110492798997e+01,-9.294833904727e+01,-9.471612899783e+01
2.368935588133e+00,-6.937375073618e+01,-7.750578091497e+01,-8.429029615050e+01,-9.215692493027e+01,-9.410181684454e+01,-9.597155986193e+01
2.400333700249e+00,-6.960533706305e+01,-7.793994980531e+01,-8.497988867923e+01,-9.321977073564e+01,-9.526901719583e+01,-9.724363033275e+01
2.432147966121e+00,-6.983584979401e+01,-7.837288961502e+01,-8.567138973983e+01,-9.429353401669e+01,-9.645008737251e+01,-9.853256094416e+01
2.464383901495e+00,-7.006526332054e+01,-7.880449202466e+01,-8.636466104572e+01,-9.537828226777e+01,-9.764517596309e+01,-9.983857518515e+01
2.497047095219e+00,-7.029355209120e+01,-7.923464650599e+01,-8.705955771568e+01,-9.647408169038e+01,-9.885443292215e+01,-1.011618994670e+02
2.530143210220e+00,-7.052069071380e+01,-7.966324036375e+01,-8.775592804008e+01,-9.758099724128e+01,-1.000780095986e+02,-1.025027632182e+02
2.563677984480e+00,-7.074665391573e+01,-8.009015873185e+01,-8.845361324382e+01,-9.869909247418e+01,-1.013160588161e+02,-1.038613989247e+02
2.597657232033e+00,-7.097141659045e+01,-8.051528458049e+01,-8.915244712566e+01,-9.982842945027e+01,-1.025687348310e+02,-1.052380421105e+02
2.632086843973e+00,-7.119495377414e+01,-8.093849876107e+01,-8.985225589441e+01,-1.009690686938e+02,-1.038361934273e+02,-1.066329314755e+02
2.666972789475e+00,-7.141724066869e+01,-8.135967999303e+01,-9.055285774203e+01,-1.021210690473e+02,-1.051185919454e+02,-1.080463088424e+02
2.702321116831e+00,-7.163825271272e+01,-8.177870494497e+01,-9.125406263420e+01,-1.032844876263e+02,-1.064160893775e+02,-1.094784192567e+02
2.738137954496e+00,-7.185796551777e+01,-8.219544822729e+01,-9.195567196705e+01,-1.044593796847e+02,-1.077288463234e+02,-1.109295110059e+02
2.774429512154e+00,-7.207635493940e+01,-8.260978246673e+01,-9.265747818510e+01,-1.056457985170e+02,-1.090570251826e+02,-1.123998356690e+02
2.811202081791e+00,-7.229339705846e+01,-8.302157832368e+01,-9.335926454294e+01,-1.068437953740e+02,-1.104007901554e+02,-1.138896481732e+02
2.848462038789e+00,-7.250906822365e+01,-8.343070455683e+01,-9.406080465188e+01,-1.080534193150e+02,-1.117603073011e+02,-1.153992067976e+02
2.886215843029e+00,-7.272334508527e+01,-8.383702809214e+01,-9.476186214352e+01,-1.092747170951e+02,-1.131357446529e+02,-1.169287732741e+02
2.924470040013e+00,-7.293620447683e+01,-8.424041406572e+01,-9.546219031388e+01,-1.105077330392e+02,-1.145272723139e+02,-1.184786127583e+02
2.963231261997e+00,-7.314762365770e+01,-8.464072596102e+01,-9.616153173318e+01,-1.117525089956e+02,-1.159350626243e+02,-1.200489939925e+02
3.002506229141e+00,-7.335758015266e+01,-8.503782563053e+01,-9.685961781268e+01,-1.130090840756e+02,-1.173592901452e+02,-1.216401892114e+02
3.042301750675e+00,-7.356605180262e+01,-8.543157334930e+01,-9.755616836553e+01,-1.142774945664e+02,-1.188001318571e+02,-1.232524742964e+02
3.082624726081e+00,-7.377301682278e+01,-8.582182803202e+01,-9.825089127557e+01,-1.155577738275e+02,-1.202577673590e+02,-1.248861287607e+02
3.123482146285e+00,-7.397845383224e+01,-8.620844725285e+01,-9.894348195674e+01,-1.168499520816e+02,-1.217323789410e+02,-1.265414358562e+02
3.164881094873e+00,-7.418234173863e+01,-8.659128739528e+01,-9.963362294540e+01,-1.181540563060e+02,-1.232241517762e+02,-1.282186825502e+02
3.206828749317e+00,-7.438465993841e+01,-8.697020372348e+01,-1.003209834021e+02,-1.194701099922e+02,-1.247332741563e+02,-1.299181596470e+02
3.249332382220e+00,-7.458538820485e+01,-8.734505064354e+01,-1.010052187197e+02,-1.207981330560e+02,-1.262599376825e+02,-1.316401617915e+02
3.292399362576e+00,-7.478450674328e+01,-8.771568169322e+01,-1.016859698921e+02,-1.221381416104e+02,-1.278043374364e+02,-1.333849875089e+02
3.336037157050e+00,-7.498199621271e+01,-8.808194983962e+01,-1.023628632222e+02,-1.234901477868e+02,-1.293666723651e+02,-1.351529393412e+02
3.380253331269e+00,-7.517783771672e+01,-8.844370754877e+01,-1.030355096354e+02,-1.248541595393e+02,-1.309471454746e+02,-1.369443237932e+02
3.425055551139e+00,-7.537201284588e+01,-8.880080699383e+01,-1.037035042313e+02,-1.262301803735e+02,-1.325459641461e+02,-1.387594514159e+02
3.470451584166e+00,-7.556450366183e+01,-8.915310027796e+01,-1.043664258614e+02,-1.276182092451e+02,-1.341633405261e+02,-1.405986369182e+02
3.516449300811e+00,-7.575529281006e+01,-8.950043964561e+01,-1.050238365248e+02,-1.290182402880e+02,-1.357994919515e+02,-1.424621991948e+02
3.563056675849e+00,-7.594436336374e+01,-8.984267762193e+01,-1.056752809127e+02,-1.304302624492e+02,-1.374546412721e+02,-1.443504613111e+02
3.610281789754e+00,-7.613169893667e+01,-9.017966726977e+01,-1.063202857837e+02,-1.318542593743e+02,-1.391290173643e+02,-1.462637506317e+02
3.658132830100e+00,-7.631728372961e+01,-9.051126250370e+01,-1.069583597189e+02,-1.332902091124e+02,-1.408228557120e+02,-1.482023988830e+02
3.706618092979e+00,-7.650110249378e+01,-9.083731824977e+01,-1.075889924117e+02,-1.347380837687e+02,-1.425363989298e+02,-1.501667421801e+02
3.755745984441e+00,-7.668314059207e+01,-9.115769077108e+01,-1.082116543941e+02,-1.361978492867e+02,-1.442698974757e+02,-1.521571210880e+02
3.805525021951e+00,-7.686338388142e+01,-9.147223789139e+01,-1.088257963826e+02,-1.376694649774e+02,-1.460236102076e+02,-1.541738806569e+02
3.855963835863e+00,-7.704181887799e+01,-9.178081932626e+01,-1.094308491438e+02,-1.391528833558e+02,-1.477978053491e+02,-1.562173705860e+02
3.907071170921e+00,-7.721843272856e+01,-9.208329697056e+01,-1.100262230128e+02,-1.406480496796e+02,-1.495927613126e+02,-1.582879451321e+02
3.958855887772e+00,-7.739321313370e+01,-9.237953521576e+01,-1.106113075560e+02,-1.421549015396e+02,-1.514087676106e+02,-1.603859632835e+02
4.011326964502e+00,-7.756614848507e+01,-9.266940125007e+01,-1.111854714676e+02,-1.436733684467e+02,-1.532461259928e+02,-1.625117887754e+02
4.064493498196e+00,-7.773722777732e+01,-9.295276539442e+01,-1.117480621849e+02,-1.452033714562e+02,-1.551051516650e+02,-1.646657901664e+02
4.118364706511e+00,-7.790644071554e+01,-9.322950158899e+01,-1.122984062808e+02,-1.467448227163e+02,-1.569861746400e+02,-1.668483409258e+02
4.172949929274e+00,-7.807377758533e+01,-9.349948742320e+01,-1.128358088653e+02,-1.482976246593e+02,-1.588895410751e+02,-1.690598194278e+02
4.228258630105e+00,-7.823922938112e+01,-9.376260483708e+01,-1.133595543134e+02,-1.498616698223e+02,-1.608156152018e+02,-1.713006090814e+02
4.284300398057e+00,-7.840278782472e+01,-9.401874032542e+01,-1.138689063238e+02,-1.514368401116e+02,-1.627647809778e+02,-1.735710983969e+02
4.341084949275e+00,-7.856444520599e+01,-9.426778527054e+01,-1.143631083976e+02,-1.530230059447e+02,-1.647374442063e+02,-1.758716810041e+02
4.398622128684e+00,-7.872419460387e+01,-9.450963645977e+01,-1.148413846060e+02,-1.546200258436e+02,-1.667340348935e+02,-1.782027557833e+02
4.456921911694e+00,-7.888202975833e+01,-9.474419635779e+01,-1.153029404064e+02,-1.562277455020e+02,-1.687550098437e+02,-1.805647268356e+02
4.515994405930e+00,-7.903794510998e+01,-9.497137352591e+01,-1.157469638679e+02,-1.578459968800e+02,-1.708008555458e+02,-1.829580037081e+02
4.575849852985e+00,-7.919193579709e+01,-9.519108304006e+01,-1.161726270507e+02,-1.594745973728e+02,-1.728720914583e+02,-1.853830013040e+02
4.636498630196e+00,-7.934399768692e+01,-9.540324678869e+01,-1.165790876566e+02,-1.611133486773e+02,-1.749692736540e+02,-1.878401400711e+02
4.697951252439e+00,-7.949412735821e+01,-9.560779390622e+01,-1.169654913801e+02,-1.627620357525e+02,-1.770929989917e+02,-1.903298460093e+02
4.760218373959e+00,-7.964232204267e+01,-9.580466115836e+01,-1.173309740787e+02,-1.644204253450e+02,-1.792439097988e+02,-1.928525507479e+02
4.823310790212e+00,-7.978857981563e+01,-9.599379332478e+01,-1.176746650399e+02,-1.660882647594e+02,-1.814226990718e+02,-1.954086916809e+02
4.887239439737e+00,-7.993289928640e+01,-9.617514336634e+01,-1.179956899366e+02,-1.677652800018e+02,-1.836301163912e+02,-1.979987119643e+02
4.952015406055e+00,-8.007527997830e+01,-9.634867306935e+01,-1.182931753070e+02,-1.694511742445e+02,-1.858669748043e+02,-2.006230606336e+02
5.017649919588e+00,-8.021572196853e+01,-9.651435306714e+01,-1.185662523682e+02,-1.711456253779e+02,-1.881341583209e+02,-2.032821926778e+02
5.084154359609e+00,-8.035422610686e+01,-9.667216332731e+01,-1.188140626058e+02,-1.728482839245e+02,-1.904326305724e+02,-2.059765691562e+02
5.151540256211e+00,-8.049079395325e+01,-9.682209342295e+01,-1.190357632121e+02,-1.745587701093e+02,-1.927634447734e+02,-2.087066571539e+02
5.219819292308e+00,-8.062542781940e+01,-9.696414263462e+01,-1.192305334888e+02,-1.762766708389e+02,-1.951277548668e+02,-2.114729300105e+02
5.289003305663e+00,-8.075813061203e+01,-9.709832034605e+01,-1.193975816911e+02,-1.780015356954e+02,-1.975268284004e+02,-2.142758673408e+02
5.359104290934e+00,-8.088890601252e+01,-9.722464616892e+01,-1.195361530612e+02,-1.797328730502e+02,-1.999620612064e+02,-2.171159550749e+02
5.430134401762e+00,-8.101775833431e+01,-9.734315008400e+01,-1.196455378669e+02,-1.814701444576e+02,-2.024349941299e+02,-2.199936856341e+02
5.502105952869e+00,-8.114469261883e+01,-9.745387259422e+01,-1.197250806641e+02,-1.832127589089e+02,-2.049473323756e+02,-2.229095579231e+02
5.575031422201e+00,-8.126971459264e+01,-9.755686490664e+01,-1.197741900061e+02,-1.849600653880e+02,-2.075009676271e+02,-2.258640774354e+02
5.648923453087e+00,-8.139283063455e+01,-9.765218873813e+01,-1.197923483743e+02,-1.867113439015e+02,-2.100980036030e+02,-2.288577564745e+02
5.723794856431e+00,-8.151404769704e+01,-9.773991653449e+01,-1.197791230804e+02,-1.884657947588e+02,-2.127407853624e+02,-2.318911140482e+02
5.799658612934e+00,-8.163337350230e+01,-9.782013137701e+01,-1.197341773984e+02,-1.902225255148e+02,-2.154319331996e+02,-2.349646760182e+02
5.876527875347e+00,-8.175081631408e+01,-9.789292687183e+01,-1.196572814381e+02,-1.919805340146e+02,-2.181743822284e+02,-2.380789753927e+02
5.954415970746e+00,-8.186638510538e+01,-9.795840708857e+01,-1.195483237650e+02,-1.937386880162e+02,-2.209714269690e+02,-2.412345519396e+02
6.033336402847e+00,-8.198008940743e+01,-9.801668625813e+01,-1.194073221218e+02,-1.954956986125e+02,-2.238267745095e+02,-2.444319527437e+02
6.113302854345e+00,-8.209193935658e+01,-9.806788860488e+01,-1.192344336376e+02,-1.972500866939e+02,-2.267446048595e+02,-2.476717322796e+02
6.194329189287e+00,-8.220194566900e+01,-9.811214812970e+01,-1.190299651720e+02,-1.990001386820e+02,-2.297296409369e+02,-2.509544521778e+02
6.276429455475e+00,-8.231011960358e+01,-9.814960812280e+01,-1.187943812545e+02,-2.007438484746e+02,-2.327872297012e+02,-2.542806817012e+02
6.359617886903e+00,-8.241647312015e+01,-9.818042108018e+01,-1.185283116970e+02,-2.024788400346e+02,-2.359234344337e+02,-2.576509972349e+02
6.443908906224e+00,-8.252101852073e+01,-9.820474792644e+01,-1.182325565984e+02,-2.042022617903e+02,-2.391451422295e+02,-2.610659833967e+02
6.529317127248e+00,-8.262376878499e+01,-9.822275783293e+01,-1.179080897876e+02,-2.059106400129e+02,-2.424601837413e+02,-2.645262320341e+02
6.615857357480e+00,-8.272473730055e+01,-9.823462755356e+01,-1.175560593682e+02,-2.075996727249e+02,-2.458774696227e+02,-2.680323431683e+02
6.703544600685e+00,-8.282393802396e+01,-9.824054099823e+01,-1.171777859707e+02,-2.092639313616e+02,-2.494071404983e+02,-2.715849247279e+02
6.792394059489e+00,-8.292138537306e+01,-9.824068849976e+01,-1.167747579548e+02,-2.108964199044e+02,-2.530607287705e+02,-2.751845925008e+02
6.882421138015e+00,-8.301709415456e+01,-9.823526635576e+01,-1.163486230662e+02,-2.124879031173e+02,-2.568513271608e+02,-2.788319707130e+02
6.973641444554e+00,-8.311107974519e+01,-9.822447612902e+01,-1.159011778881e+02,-2.140258511682e+02,-2.607937512591e+02,-2.825276915197e+02
7.066070794271e+00,-8.320335782104e+01,-9.820852390753e+01,-1.154343531116e+02,-2.154927151140e+02,-2.649046812282e+02,-2.862723958414e+02
7.159725211947e+00,-8.329394450630e+01,-9.818761968734e+01,-1.149501965073e+02,-2.168629848535e+02,-2.692027465704e+02,-2.900667329381e+02
7.254620934756e+00,-8.338285635652e+01,-9.816197676803e+01,-1.144508537385e+02,-2.180978878858e+02,-2.737085097435e+02,-2.939113603171e+02
7.350774415082e+00,-8.347011018978e+01,-9.813181075319e+01,-1.139385451333e+02,-2.191351977219e+02,-2.784442783837e+02,-2.978069451138e+02
7.448202323372e+00,-8.355572336831e+01,-9.809733923555e+01,-1.134155431663e+02,-2.198679551980e+02,-2.834336344438e+02,-3.017541620153e+02
7.546921551021e+00,-8.363971328989e+01,-9.805878059170e+01,-1.128841458744e+02,-2.200950631759e+02,-2.887005568146e+02,-3.057536959654e+02
7.646949213308e+00,-8.372209791753e+01,-9.801635369210e+01,-1.123466522405e+02,-2.193888586676e+02,-2.942679536789e+02,-3.098062401781e+02
7.748302652358e+00,-8.380289541502e+01,-9.797027702845e+01,-1.118053356527e+02,-2.166597985482e+02,-3.001554425766e+02,-3.139124970201e+02
7.850999440150e+00,-8.388212414947e+01,-9.792076792752e+01,-1.112624190627e+02,-2.082105075452e+02,-3.063762500575e+02,-3.180731791052e+02
7.955057381565e+00,-8.395980288018e+01,-9.786804210948e+01,-1.107200512387e+02,-1.753595679304e+02,-3.129332593514e+02,-3.222890066813e+02
8.060494517469e+00,-8.403595049782e+01,-9.781231278383e+01,-1.101802844562e+02,-1.053382330178e+02,-3.198145567796e+02,-3.265607114529e+02
8.167329127848e+00,-8.411058608780e+01,-9.775379014970e+01,-1.096450547611e+02,-8.235407950924e+01,-3.269892450121e+02,-3.308890340029e+02
8.275579734968e+00,-8.418372899390e+01,-9.769268092836e+01,-1.091161654176e+02,-7.594606106520e+01,-3.344047661400e+02,-3.352747243482e+02
8.385265106594e+00,-8.425539872395e+01,-9.762918750904e+01,-1.085952722740e+02,-7.380518528084e+01,-3.419871665551e+02,-3.397185434469e+02
8.496404259241e+00,-8.432561494238e+01,-9.756350784326e+01,-1.080838736041e+02,-7.328074810408e+01,-3.496452908410e+02,-3.442212609727e+02
8.609016461468e+00,-8.439439742951e+01,-9.749583456378e+01,-1.075833018055e+02,-7.352312734035e+01,-3.572788009620e+02,-3.487836578323e+02
8.723121237225e+00,-8.446176604587e+01,-9.742635472806e+01,-1.070947191954e+02,-7.418081489843e+01,-3.647884258893e+02,-3.534065256661e+02
8.838738369231e+00,-8.452774087029e+01,-9.735524954234e+01,-1.066191169350e+02,-7.508233288589e+01,-3.720859096924e+02,-3.580906652050e+02
8.955887902410e+00,-8.459234197431e+01,-9.728269393323e+01,-1.061573159960e+02,-7.613375850390e+01,-3.791012485576e+02,-3.628368887729e+02
9.074590147362e+00,-8.465558948444e+01,-9.720885608701e+01,-1.057099709792e+02,-7.727895862092e+01,-3.857859540994e+02,-3.676460193928e+02
9.194865683886e+00,-8.471750366033e+01,-9.713389757356e+01,-1.052775768361e+02,-7.848196930888e+01,-3.921125307928e+02,-3.725188905208e+02
9.316735364548e+00,-8.477810474143e+01,-9.705797275130e+01,-1.048604759688e+02,-7.971836439835e+01,-3.980713256393e+02,-3.774563473974e+02
9.440220318295e+00,-8.483741296972e+01,-9.698122885840e+01,-1.044588685458e+02,-8.097069699192e+01,-4.036661835303e+02,-3.824592457220e+02
9.565341954121e+00,-8.489544860293e+01,-9.690380586600e+01,-1.040728227148e+02,-8.222593395220e+01,-4.089100412682e+02,-3.875284529473e+02
9.692121964776e+00,-8.495223190865e+01,-9.682583640774e+01,-1.037022864651e+02,-8.347394037773e+01,-4.138211490074e+02,-3.926648480830e+02
9.820582330527e+00,-8.500778312255e+01,-9.674744571008e+01,-1.033470992335e+02,-8.470654505785e+01,-4.184201612852e+02,-3.978693215235e+02
9.950745322971e+00,-8.506212236912e+01,-9.666875158420e+01,-1.030070043701e+02,-8.591694773391e+01,-4.227280899729e+02,-4.031427753972e+02
1.008263350889e+01,-8.511526982469e+01,-9.658986470310e+01,-1.026816616442e+02,-8.709933490156e+01,-4.267649818589e+02,-4.084861244274e+02
1.021626975419e+01,-8.516724548256e+01,-9.651088830162e+01,-1.023706587683e+02,-8.824862135138e+01,-4.305491308135e+02,-4.139002941182e+02
1.035167722780e+01,-8.521806938125e+01,-9.643191881573e+01,-1.020735240410e+02,-8.936028281842e+01,-4.340966839498e+02,-4.193862248854e+02
1.048887940578e+01,-8.526776132319e+01,-9.635304547216e+01,-1.017897362224e+02,-9.043023878039e+01,-4.374214865804e+02,-4.249448655727e+02
1.062790007532e+01,-8.531634110158e+01,-9.627435087001e+01,-1.015187363487e+02,-9.145478558622e+01,-4.405351021194e+02,-4.305771811433e+02
1.076876333889e+01,-8.536382835602e+01,-9.619591099171e+01,-1.012599367169e+02,-9.243054966625e+01,-4.434469179777e+02,-4.362841480005e+02
1.091149361841e+01,-8.541024261319e+01,-9.611779570113e+01,-1.010127306701e+02,-9.335446823584e+01,-4.461643088740e+02,-4.420667576403e+02
1.105611565951e+01,-8.545560320659e+01,-9.604006830379e+01,-1.007764995825e+02,-9.422378008921e+01,-4.486928241077e+02,-4.479260071053e+02
1.120265453578e+01,-8.549992942155e+01,-9.596278681057e+01,-1.005506224066e+02,-9.503604227438e+01,-4.510364093688e+02,-4.538629192818e+02
1.135113565315e+01,-8.554324026961e+01,-9.588600322948e+01,-1.003344799557e+02,-9.578913744483e+01,-4.531976098951e+02,-4.598785176354e+02
1.150158475429e+01,-8.558555466106e+01,-9.580976440120e+01,-1.001274624002e+02,-9.648130653903e+01,-4.551778145295e+02,-4.659738463626e+02
1.165402792304e+01,-8.562689131700e+01,-9.573411222864e+01,-9.992897395831e+01,-9.711117807790e+01,-4.569774951030e+02,-4.721499640427e+02
1.180849158898e+01,-8.566726881197e+01,-9.565908382478e+01,-9.973843686829e+01,-9.767779973705e+01,-4.585964681064e+02,-4.784079429860e+02
